tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD
tt5884234,movie,First Kill,First Kill,0,2017,\N,97,"Action,Thriller",First Kill,1,5.0,8596,$10000000,,0.35
tt5884784,movie,The Super,The Super,0,2017,\N,90,"Horror,Mystery,Thriller",The Super,1,6.0,11586,$2300000,,0.02
tt5886046,movie,Escape Room,Escape Room,0,2019,\N,99,"Action,Adventure,Horror",Escape Room,1,6.3,59459,$9000000,57.01,155.71
tt5893332,movie,Sandy Wexler,Sandy Wexler,0,2017,\N,130,Comedy,Sandy Wexler,1,5.1,12633,,,
tt5910344,movie,The House of Tomorrow,The House of Tomorrow,0,2017,\N,85,"Comedy,Drama",The House of Tomorrow,1,6.2,1267,,0.04,0.04
tt5912454,movie,Blue Jay,Blue Jay,0,2016,\N,80,"Drama,Romance",Blue Jay,1,7.3,11193,,0.02,0.02
tt5913798,movie,Wounds,Wounds,0,2019,\N,95,"Drama,Horror,Mystery",Wounds,1,4.1,7606,,,
tt5929750,movie,Beatriz at Dinner,Beatriz at Dinner,0,2017,\N,82,"Comedy,Drama",Beatriz at Dinner,1,6.0,8267,,7.12,7.43
tt5929754,movie,Wildlife,Wildlife,0,2018,\N,105,Drama,Wildlife,1,6.9,17511,,1.05,3.23
tt5931338,movie,Horror Hotel the Movie,Horror Hotel the Movie,0,2016,\N,103,"Comedy,Horror,Sci-Fi",Horror Hotel the Movie,1,4.6,1209,,,
tt5933560,movie,Permanent,Permanent,0,2017,\N,93,Comedy,Permanent,1,5.5,1572,,0.01,0.01
tt5936492,movie,The Witch in the Window,The Witch in the Window,0,2018,\N,77,"Drama,Horror",The Witch in the Window,1,5.7,2658,,,0.04
tt5937770,movie,Tell Me How I Die,Tell Me How I Die,0,2016,\N,107,"Horror,Mystery,Thriller",Tell Me How I Die,1,5.0,3984,,,0.24
tt5941692,movie,Miss Bala,Miss Bala,0,2019,\N,104,"Action,Crime,Drama",Miss Bala,1,5.7,5578,$15000000,15.01,15.38
tt5952138,movie,We Have Always Lived in the Castle,We Have Always Lived in the Castle,0,2018,\N,90,"Drama,Mystery,Thriller",We Have Always Lived in the Castle,1,5.6,3343,,,0.06
tt5960374,movie,Vox Lux,Vox Lux,0,2018,\N,114,"Drama,Music",Vox Lux,1,6.0,12002,,0.73,1.4
tt5962210,movie,Ingrid Goes West,Ingrid Goes West,0,2017,\N,98,"Comedy,Drama",Ingrid Goes West,1,6.6,29182,,3.02,3.15
tt5968274,movie,The Angel,The Angel,0,2018,\N,114,"Drama,Thriller",The Angel,1,6.6,9233,,,
tt5968394,movie,Captive State,Captive State,0,2019,\N,109,"Drama,Sci-Fi,Thriller",Captive State,1,6.0,40158,$25000000,5.96,8.77
tt5973364,movie,Lemon,Lemon,0,2017,\N,83,"Comedy,Drama",Lemon,1,4.6,1376,,0.03,0.03
tt5973626,movie,Batman: Return of the Caped Crusaders,Batman: Return of the Caped Crusaders,0,2016,\N,78,"Action,Adventure,Animation",Batman: Return of the Caped Crusaders,1,6.8,4224,$3500000,,0.06
tt5977276,movie,The Aftermath,The Aftermath,0,2019,\N,108,"Drama,Romance,War",The Aftermath,1,6.3,10037,,1.62,9.22
tt5978724,movie,My Days of Mercy,My Days of Mercy,0,2017,\N,108,"Drama,Romance",My Days of Mercy,1,6.3,1405,,,0.0
tt5980638,movie,The Transcendents,The Transcendents,0,2018,\N,96,"Music,Mystery,Thriller",The Transcendents,1,7.8,2425,$200000,,
tt5989218,movie,Life Itself,Life Itself,0,2018,\N,117,"Drama,Romance",Life Itself,1,6.7,11436,$10000000,4.1,7.79
tt5990342,movie,The Incredible Jessica James,The Incredible Jessica James,0,2017,\N,85,Comedy,The Incredible Jessica James,1,6.5,5375,,,
tt5990474,movie,Columbus,Columbus,0,2017,\N,104,Drama,Columbus,1,7.2,11666,,1.02,1.09
tt6000478,movie,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",0,2017,\N,122,"Crime,Drama,Thriller","Roman J. Israel, Esq.",1,6.4,25249,$22000000,11.96,13.03
tt6003368,movie,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,0,2017,\N,91,"Comedy,Family",Diary of a Wimpy Kid: The Long Haul,1,4.4,5962,$22000000,20.74,40.14
tt6010628,movie,Zoe,Zoe,0,2018,\N,104,"Romance,Sci-Fi",Zoe,1,6.1,6061,,,0.4
tt6013156,movie,What Still Remains,What Still Remains,0,2018,\N,92,"Drama,Thriller",What Still Remains,1,4.6,1553,,,
tt6014472,movie,S.W.A.T.: Under Siege,S.W.A.T.: Under Siege,0,2017,\N,89,"Action,Crime,Thriller",S.W.A.T.: Under Siege,1,4.5,1871,,,
tt6014904,movie,The Strange Ones,The Strange Ones,0,2017,\N,81,"Drama,Thriller",The Strange Ones,1,5.0,2042,,,0.03
tt6017942,movie,Kin,Kin,0,2018,\N,102,"Action,Crime,Drama",Kin,1,5.8,10909,$30000000,5.72,10.31
tt6018306,movie,Last Flag Flying,Last Flag Flying,0,2017,\N,125,"Comedy,Drama,War",Last Flag Flying,1,6.9,19923,,0.97,1.87
tt6032328,movie,Finding Steve McQueen,Finding Steve McQueen,0,2019,\N,91,"Crime,Romance",Finding Steve McQueen,1,6.2,2519,$7000000,,0.02
tt6040662,movie,The Children Act,The Children Act,0,2017,\N,105,Drama,The Children Act,1,6.7,8614,,0.55,17.7
tt6043142,movie,Skin,Skin,0,2018,\N,118,"Biography,Crime,Drama",Skin,1,7.4,11444,,,0.13
tt6046314,movie,Bel Canto,Bel Canto,0,2018,\N,100,"Drama,Music,Romance",Bel Canto,1,5.4,2191,,0.13,0.35
tt6048930,movie,Naked,Naked,0,2017,\N,96,"Comedy,Fantasy,Romance",Naked,1,5.4,15190,,,
tt6051096,movie,The Axiom,The Axiom,0,2018,\N,98,Horror,The Axiom,1,6.5,5057,,,
tt6053438,movie,First Reformed,First Reformed,0,2017,\N,113,"Drama,Mystery,Thriller",First Reformed,1,7.1,37330,,3.45,3.86
tt6053440,movie,Princess Cyd,Princess Cyd,0,2017,\N,96,"Drama,Romance",Princess Cyd,1,6.7,2321,,,
tt6053472,movie,The Toybox,The Toybox,0,2018,\N,95,"Horror,Thriller",The Toybox,1,3.7,1547,,,
tt6057032,movie,Gook,Gook,0,2017,\N,94,Drama,Gook,1,7.0,1960,,0.25,0.25
tt6061074,movie,First Match,First Match,0,2018,\N,102,"Drama,Sport",First Match,1,6.3,1652,,,
tt6062774,movie,Monos,Monos,0,2019,\N,102,"Drama,Thriller",Monos,1,7.5,2999,,0.41,1.32
tt6063050,movie,Acrimony,Acrimony,0,2018,\N,120,"Drama,Romance,Thriller",Acrimony,1,5.8,6829,$20000000,43.55,46.4
tt6063090,movie,Light of My Life,Light of My Life,0,2019,\N,119,"Drama,Sci-Fi",Light of My Life,1,6.6,3894,,0.02,0.19
tt6068978,movie,Amityville Exorcism,Amityville Exorcism,0,2017,\N,77,Horror,Amityville Exorcism,1,6.2,1932,,,
tt6069264,movie,Bitch,Bitch,0,2017,\N,93,"Comedy,Drama,Thriller",Bitch,1,5.0,1554,,,0.0
tt6083648,movie,Looking Glass,Looking Glass,0,2018,\N,103,"Mystery,Thriller",Looking Glass,1,4.6,4396,,,0.08
tt6086080,movie,Mad Families,Mad Families,0,2017,\N,90,Comedy,Mad Families,1,4.1,1091,,,
tt6089700,movie,The Hatred,The Hatred,0,2017,\N,90,"Drama,Horror,Mystery",The Hatred,1,3.6,1905,$800000,,0.11
tt6093618,movie,Antiquities,Antiquities,0,2018,\N,93,Comedy,Antiquities,1,6.8,1363,,,
tt6095472,movie,The Angry Birds Movie 2,The Angry Birds Movie 2,0,2019,\N,97,"Adventure,Animation,Comedy",The Angry Birds Movie 2,1,6.4,8089,$65000000,41.66,145.06
tt6101602,movie,Madeline's Madeline,Madeline's Madeline,0,2018,\N,93,"Drama,Mystery,Thriller",Madeline's Madeline,1,6.4,2773,,0.19,0.2
tt6104206,movie,Jackals,Jackals,0,2017,\N,85,"Horror,Thriller",Jackals,1,5.4,3534,,,0.09
tt6105098,movie,The Lion King,The Lion King,0,2019,\N,118,"Adventure,Animation,Drama",The Lion King,1,7.0,132033,$260000000,543.47,1655.13
tt6107548,movie,Late Night,Late Night,0,2019,\N,102,"Comedy,Drama",Late Night,1,6.5,12455,$4000000,15.5,22.37
tt6108178,movie,Disobedience,Disobedience,0,2017,\N,114,"Drama,Romance",Disobedience,1,6.6,20239,$6000000,3.5,7.87
tt6113122,movie,Hurricane Bianca: From Russia with Hate,Hurricane Bianca: From Russia with Hate,0,2018,\N,85,Comedy,Hurricane Bianca: From Russia with Hate,1,4.7,1840,,,
tt6113488,movie,The Case for Christ,The Case for Christ,0,2017,\N,112,"Biography,Drama",The Case for Christ,1,6.2,6791,$5000000,14.68,17.64
tt6116856,movie,The Night Comes for Us,The Night Comes for Us,0,2018,\N,121,"Action,Thriller",The Night Comes for Us,1,7.0,16357,,,
tt6118340,movie,The Basement,The Basement,0,2018,\N,90,Horror,The Basement,1,5.2,3329,,,0.0
tt6119504,movie,#REALITYHIGH,#REALITYHIGH,0,2017,\N,99,"Comedy,Drama,Romance",#REALITYHIGH,1,5.2,4757,,,
tt6119856,movie,Irreplaceable You,Irreplaceable You,0,2018,\N,96,"Comedy,Drama,Romance",Irreplaceable You,1,6.4,6617,,,
tt6131712,movie,Kuso,Kuso,0,2017,\N,94,"Animation,Comedy,Drama",Kuso,1,5.0,1193,,,
tt6133130,movie,Professor Marston and the Wonder Women,Professor Marston and the Wonder Women,0,2017,\N,108,"Biography,Drama",Professor Marston and the Wonder Women,1,7.1,19485,,1.58,1.9
tt6133466,movie,The First Purge,The First Purge,0,2018,\N,98,"Action,Horror,Sci-Fi",The First Purge,1,5.1,45436,$13000000,69.49,137.06
tt6138228,movie,Downrange,Downrange,0,2017,\N,90,"Action,Horror,Thriller",Downrange,1,5.4,3720,,,
tt6139732,movie,Aladdin,Aladdin,0,2019,\N,128,"Adventure,Family,Fantasy",Aladdin,1,7.1,155334,$183000000,355.56,1050.69
tt6141246,movie,The Aeronauts,The Aeronauts,0,2019,\N,100,"Action,Adventure,Biography",The Aeronauts,1,6.6,1202,,,
tt6142496,movie,6 Balloons,6 Balloons,0,2018,\N,74,Drama,6 Balloons,1,5.8,3082,,,
tt6143568,movie,The Humanity Bureau,The Humanity Bureau,0,2017,\N,95,"Action,Adventure,Sci-Fi",The Humanity Bureau,1,5.2,7926,$6000000,,0.06
tt6143782,movie,Hex,Hex,0,2018,\N,85,"Horror,Thriller",Hex,1,4.9,2236,,,
tt6146586,movie,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,0,2019,\N,131,"Action,Crime,Thriller",John Wick: Chapter 3 - Parabellum,1,7.6,190750,$75000000,171.02,326.56
tt6155194,movie,Best F(r)iends: Volume 1,Best F(r)iends: Volume 1,0,2017,\N,108,"Comedy,Drama,Thriller",Best F(r)iends: Volume 1,1,5.4,2177,,0.25,0.29
tt6155456,movie,Juanita,Juanita,0,2019,\N,90,Drama,Juanita,1,6.0,1722,,,
tt6169694,movie,I Think We're Alone Now,I Think We're Alone Now,0,2018,\N,93,"Drama,Mystery,Sci-Fi",I Think We're Alone Now,1,5.7,6153,,,0.0
tt6170506,movie,Beast of Burden,Beast of Burden,0,2018,\N,89,"Action,Crime,Drama",Beast of Burden,1,3.6,2289,,,0.05
tt6175486,movie,Demons,Demons,0,2017,\N,105,Horror,Demons,1,6.2,1476,,0.0,0.0
tt6182078,movie,St. Agatha,St. Agatha,0,2018,\N,103,"Horror,Thriller",St. Agatha,1,5.1,4323,,,1.38
tt6182908,movie,Smallfoot,Smallfoot,0,2018,\N,96,"Adventure,Animation,Comedy",Smallfoot,1,6.6,27160,$80000000,83.24,214.04
tt6189022,movie,Angel Has Fallen,Angel Has Fallen,0,2019,\N,121,"Action,Thriller",Angel Has Fallen,1,6.7,18190,$40000000,69.03,133.37
tt6193408,movie,A Shaun the Sheep Movie: Farmageddon,A Shaun the Sheep Movie: Farmageddon,0,2019,\N,86,"Adventure,Animation,Comedy",A Shaun the Sheep Movie: Farmageddon,1,7.1,1330,,,23.62
tt6197494,movie,Malicious,Malicious,0,2018,\N,90,"Horror,Thriller",Malicious,1,5.0,2697,$3500000,,1.2
tt6204340,movie,Bullet Head,Bullet Head,0,2017,\N,93,"Crime,Drama,Thriller",Bullet Head,1,5.4,6860,,,0.36
tt6205872,movie,Assassination Nation,Assassination Nation,0,2018,\N,108,"Action,Comedy,Crime",Assassination Nation,1,5.9,11335,$7000000,2.01,2.58
tt6211976,movie,A Vigilante,A Vigilante,0,2018,\N,91,"Crime,Drama,Mystery",A Vigilante,1,5.6,4146,,,0.08
tt6212478,movie,American Animals,American Animals,0,2018,\N,116,"Biography,Crime,Drama",American Animals,1,7.0,32033,,2.86,4.08
tt6212496,movie,Mr. Roosevelt,Mr. Roosevelt,0,2017,\N,90,Comedy,Mr. Roosevelt,1,6.2,2086,,,
tt6214928,movie,1922,1922,0,2017,\N,102,"Crime,Drama,Horror",1922,1,6.3,41463,,,
tt6215044,movie,Oceans Rising,Oceans Rising,0,2017,\N,87,"Action,Adventure,Drama",Oceans Rising,1,2.4,1557,,,
tt6217306,movie,Apostle,Apostle,0,2018,\N,130,"Drama,Fantasy,Horror",Apostle,1,6.3,34005,,,
tt6217608,movie,The Rider,The Rider,0,2017,\N,104,"Drama,Western",The Rider,1,7.4,11011,,2.42,3.43
tt6220752,movie,Pledge,Pledge,0,2018,\N,77,"Horror,Thriller",Pledge,1,5.4,1917,,,
tt6224502,movie,Boarding School,Boarding School,0,2018,\N,111,"Horror,Mystery",Boarding School,1,5.8,2376,,,0.01
tt6237268,movie,Ride,Ride,0,2018,\N,79,"Action,Thriller",Ride,1,5.5,1700,$5000000,,
tt6251024,movie,Office Uprising,Office Uprising,0,2018,\N,92,"Action,Comedy,Horror",Office Uprising,1,6.1,7788,$2500000,,0.17
tt6255230,movie,Clown Motel: Spirits Arise,Clown Motel: Spirits Arise,0,2019,\N,95,Horror,Clown Motel: Spirits Arise,1,6.9,1601,,,0.0
tt6257174,movie,The Miseducation of Cameron Post,The Miseducation of Cameron Post,0,2018,\N,91,Drama,The Miseducation of Cameron Post,1,6.6,15029,,0.9,1.45
tt6265828,movie,A Ghost Story,A Ghost Story,0,2017,\N,92,"Drama,Fantasy,Romance",A Ghost Story,1,6.8,49391,$100000,1.6,1.95
tt6266538,movie,Vice,Vice,0,2018,\N,132,"Biography,Comedy,Drama",Vice,1,7.2,91754,$60000000,47.84,76.07
tt6268882,movie,Family,Family,0,2018,\N,85,Comedy,Family,1,6.3,1046,,0.19,0.19
tt6269368,movie,The Clovehitch Killer,The Clovehitch Killer,0,2018,\N,109,"Crime,Drama,Mystery",The Clovehitch Killer,1,6.5,12061,,0.01,0.17
tt6269434,movie,In This Gray Place,In This Gray Place,0,2018,\N,101,"Drama,Romance,Thriller",In This Gray Place,1,6.9,3004,,,
tt6285672,movie,Breaking & Exiting,Breaking & Exiting,0,2018,\N,78,Comedy,Breaking & Exiting,1,5.6,1350,$1000000,,0.01
tt6288124,movie,"Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",0,2018,\N,114,"Biography,Comedy,Drama","Don't Worry, He Won't Get Far on Foot",1,6.9,16669,,1.44,4.23
tt6288250,movie,Patti Cake$,Patti Cake$,0,2017,\N,109,"Drama,Music",Patti Cake$,1,6.8,8877,,0.8,1.48
tt6288694,movie,Acts of Vengeance,Acts of Vengeance,0,2017,\N,87,"Action,Drama,Thriller",Acts of Vengeance,1,5.7,8357,,,0.32
tt6290798,movie,UFO,UFO,0,2018,\N,88,"Drama,Mystery,Sci-Fi",UFO,1,6.2,7466,,,
tt6294822,movie,The Post,The Post,0,2017,\N,116,"Biography,Drama,History",The Post,1,7.2,113506,$50000000,81.9,179.77
tt6303866,movie,Beach Rats,Beach Rats,0,2017,\N,98,Drama,Beach Rats,1,6.4,10139,,0.47,0.49
tt6306064,movie,Adrift,Adrift,0,2018,\N,96,"Action,Adventure,Biography",Adrift,1,6.6,37868,$35000000,31.45,59.95
tt6320628,movie,Spider-Man: Far from Home,Spider-Man: Far from Home,0,2019,\N,129,"Action,Adventure,Sci-Fi",Spider-Man: Far from Home,1,7.6,229445,$160000000,390.53,1131.76
tt6324278,movie,Abominable,Abominable,0,2019,\N,97,"Adventure,Animation,Comedy",Abominable,1,7.1,6594,$75000000,59.21,167.31
tt6333086,movie,Menashe,Menashe,0,2017,\N,82,Drama,Menashe,1,6.5,1586,,1.7,1.96
tt6334884,movie,Hickok,Hickok,0,2017,\N,88,Western,Hickok,1,4.7,2344,$8000000,,
tt6338476,movie,Lost in London,Lost in London,0,2017,\N,103,"Comedy,Drama",Lost in London,1,6.2,2377,,,0.08
tt6343058,movie,Oh Lucy!,Oh Lucy!,0,2017,\N,95,"Comedy,Drama",Oh Lucy!,1,6.8,2399,,0.38,0.6
tt6343314,movie,Creed II,Creed II,0,2018,\N,130,"Drama,Sport",Creed II,1,7.2,85381,$50000000,115.72,214.12
tt6346162,movie,Disney's Newsies the Broadway Musical,Disney's Newsies the Broadway Musical,0,2017,\N,149,Musical,Disney's Newsies the Broadway Musical,1,8.6,1523,$2000000,2.55,2.55
tt6348138,movie,Missing Link,Missing Link,0,2019,\N,93,"Adventure,Animation,Comedy",Missing Link,1,6.7,9354,$100000000,16.65,26.25
tt6349302,movie,Sniper: Ultimate Kill,Sniper: Ultimate Kill,0,2017,\N,90,"Action,Drama,Thriller",Sniper: Ultimate Kill,1,5.6,2094,,,
tt6349302,movie,Sniper: Ultimate Kill,Sniper: Ultimate Kill,0,2017,\N,90,"Action,Drama,Thriller",Sniper: Ultimate Kill,1,5.6,2094,,,
tt6359956,movie,A Bad Moms Christmas,A Bad Moms Christmas,0,2017,\N,104,Comedy,A Bad Moms Christmas,1,5.5,34795,$28000000,72.11,130.56
tt6378942,movie,Last Ferry,Last Ferry,0,2019,\N,86,"Crime,Drama,Thriller",Last Ferry,1,7.3,1067,,,
tt6408226,movie,Newness,Newness,0,2017,\N,117,"Drama,Romance",Newness,1,6.4,10362,,,0.12
tt6409762,movie,Big Legend,Big Legend,0,2018,\N,89,"Action,Adventure,Horror",Big Legend,1,4.5,1651,,,
tt6411590,movie,1985,1985,0,2018,\N,85,Drama,1985,1,6.9,1214,,,0.03
tt6411954,movie,Anonymous 616,Anonymous 616,0,2018,\N,80,"Horror,Thriller",Anonymous 616,1,5.3,1244,$27000,,
tt6412452,movie,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,0,2018,\N,133,"Comedy,Drama,Musical",The Ballad of Buster Scruggs,1,7.3,97533,,,
tt6421110,movie,Proud Mary,Proud Mary,0,2018,\N,89,"Action,Crime,Drama",Proud Mary,1,4.9,7244,$14000000,20.88,21.75
tt6422938,movie,Destruction Los Angeles,Destruction Los Angeles,0,2017,\N,93,"Action,Adventure",Destruction Los Angeles,1,5.3,1133,,,
tt6423886,movie,Happy Anniversary,Happy Anniversary,0,2018,\N,78,Comedy,Happy Anniversary,1,5.7,3176,,,
tt6428676,movie,Wonder Park,Wonder Park,0,2019,\N,85,"Adventure,Animation,Comedy",Wonder Park,1,5.8,6520,$100000000,45.22,119.56
tt6443294,movie,Blaze,Blaze,0,2018,\N,129,"Biography,Drama,Music",Blaze,1,6.6,2029,$1200000,0.7,0.7
tt6450186,movie,I Can Only Imagine,I Can Only Imagine,0,2018,\N,110,"Biography,Drama,Family",I Can Only Imagine,1,7.4,12200,$7000000,83.48,85.95
tt6450804,movie,Terminator: Dark Fate,Terminator: Dark Fate,0,2019,\N,128,"Action,Adventure,Sci-Fi",Terminator: Dark Fate,1,6.5,38138,$185000000,48.47,199.37
tt6469548,movie,The Head Hunter,The Head Hunter,0,2018,\N,72,"Fantasy,Horror",The Head Hunter,1,5.2,3349,$30000,,0.04
tt6472976,movie,Five Feet Apart,Five Feet Apart,0,2019,\N,116,"Drama,Romance",Five Feet Apart,1,7.2,24763,$7000000,45.73,91.53
tt6476140,movie,Serenity,Serenity,0,2019,\N,106,"Drama,Mystery,Thriller",Serenity,1,5.3,26055,$25000000,8.55,14.39
tt6483364,movie,Teen Spirit,Teen Spirit,0,2018,\N,93,"Drama,Music",Teen Spirit,1,6.2,5438,,0.44,1.46
tt6485928,movie,The Land of Steady Habits,The Land of Steady Habits,0,2018,\N,98,"Comedy,Drama",The Land of Steady Habits,1,6.2,4806,,,
tt6491178,movie,Dragged Across Concrete,Dragged Across Concrete,0,2018,\N,159,"Action,Crime,Drama",Dragged Across Concrete,1,7.0,23703,$15000000,,0.66
tt6494418,movie,Siberia,Siberia,0,2018,\N,104,"Crime,Romance,Thriller",Siberia,1,4.3,10003,,,0.52
tt6495770,movie,Action Point,Action Point,0,2018,\N,85,Comedy,Action Point,1,5.1,7913,$19000000,5.06,5.1
tt6504538,movie,Danger One,Danger One,0,2018,\N,101,"Action,Comedy,Crime",Danger One,1,7.1,2364,,,
tt6509058,movie,Nancy,Nancy,0,2018,\N,85,"Drama,Mystery",Nancy,1,6.2,2032,,0.08,0.08
tt6511932,movie,The Beach Bum,The Beach Bum,0,2019,\N,95,Comedy,The Beach Bum,1,5.5,11907,$5000000,3.5,4.55
tt6513120,movie,Fighting with My Family,Fighting with My Family,0,2019,\N,108,"Biography,Comedy,Drama",Fighting with My Family,1,7.1,42046,$11000000,22.96,39.06
tt6516314,movie,Piercing,Piercing,0,2018,\N,81,"Horror,Mystery,Thriller",Piercing,1,5.6,4386,,0.02,0.15
tt6518270,movie,An Evening with Beverly Luff Linn,An Evening with Beverly Luff Linn,0,2018,\N,108,"Comedy,Crime",An Evening with Beverly Luff Linn,1,5.7,2910,,0.01,0.03
tt6521876,movie,Jay and Silent Bob Reboot,Jay and Silent Bob Reboot,0,2019,\N,105,Comedy,Jay and Silent Bob Reboot,1,7.3,1236,,2.34,2.34
tt6533240,movie,Night Hunter,Nomis,0,2018,\N,98,"Action,Thriller",Night Hunter,1,5.8,5931,,,1.42
tt6535880,movie,Haunt,Haunt,0,2019,\N,92,"Horror,Thriller",Haunt,1,6.3,6844,,,1.52
tt6547170,movie,Reprisal,Reprisal,0,2018,\N,89,"Action,Crime,Thriller",Reprisal,1,4.2,4715,,,0.6
tt6556576,movie,Monster Party,Monster Party,0,2018,\N,89,"Comedy,Horror,Thriller",Monster Party,1,5.4,2378,,,
tt6556890,movie,Batman and Harley Quinn,Batman and Harley Quinn,0,2017,\N,74,"Action,Adventure,Animation",Batman and Harley Quinn,1,5.9,9903,$3500000,,0.01
tt6560164,movie,Sweetheart,Sweetheart,0,2019,\N,82,"Horror,Sci-Fi,Thriller",Sweetheart,1,5.5,1472,,,
tt6574272,movie,Phoenix Forgotten,Phoenix Forgotten,0,2017,\N,87,"Horror,Mystery,Sci-Fi",Phoenix Forgotten,1,5.2,4969,$2800000,3.6,3.7
tt6598072,movie,The Ranger,The Ranger,0,2018,\N,77,Horror,The Ranger,1,5.1,1436,,,
tt6598626,movie,Take Me,Take Me,0,2017,\N,83,"Comedy,Crime",Take Me,1,6.1,3366,,0.0,0.0
tt6610158,movie,Rust Creek,Rust Creek,0,2018,\N,108,"Drama,Horror,Thriller",Rust Creek,1,5.8,3763,,,
tt6613878,movie,Clara,Clara,0,2018,\N,105,Sci-Fi,Clara,1,6.8,2296,,,
tt6628394,movie,Bad Times at the El Royale,Bad Times at the El Royale,0,2018,\N,141,"Crime,Drama,Mystery",Bad Times at the El Royale,1,7.1,105280,$32000000,17.84,31.88
tt6643972,movie,Triple Threat,Triple Threat,0,2019,\N,96,"Action,Thriller",Triple Threat,1,5.5,6984,$10000000,0.08,0.35
tt6644200,movie,A Quiet Place,A Quiet Place,0,2018,\N,90,"Drama,Horror,Sci-Fi",A Quiet Place,1,7.5,332080,$17000000,188.02,340.94
tt6652708,movie,God's Not Dead: A Light in Darkness,God's Not Dead: A Light in Darkness,0,2018,\N,105,Drama,God's Not Dead: A Light in Darkness,1,4.4,2868,,5.73,7.41
tt6662736,movie,What They Had,What They Had,0,2018,\N,101,Drama,What They Had,1,6.6,2495,,0.26,0.51
tt6663582,movie,The Spy Who Dumped Me,The Spy Who Dumped Me,0,2018,\N,117,"Action,Adventure,Comedy",The Spy Who Dumped Me,1,6.0,56644,$40000000,33.56,75.32
tt6676028,movie,In a Relationship,In a Relationship,0,2018,\N,92,"Comedy,Drama",In a Relationship,1,5.5,1505,,,
tt6678874,movie,Incoming,Incoming,0,2018,\N,89,"Action,Sci-Fi,Thriller",Incoming,1,3.2,1214,,,
tt6679794,movie,Outlaw King,Outlaw King,0,2018,\N,121,"Action,Biography,Drama",Outlaw King,1,6.9,49281,$120000000,,
tt6710826,movie,The Jurassic Games,The Jurassic Games,0,2018,\N,86,"Action,Adventure,Horror",The Jurassic Games,1,3.7,1714,$10000000,,
tt6722030,movie,The Intruder,The Intruder,0,2019,\N,102,"Drama,Horror,Mystery",The Intruder,1,5.5,7728,$8000000,35.42,36.6
tt6730898,movie,Lazer Team 2,Lazer Team 2,0,2018,\N,86,Sci-Fi,Lazer Team 2,1,6.2,2442,,,0.02
tt6735740,movie,Love in Kilnerry,Love in Kilnerry,0,2019,\N,100,Comedy,Love in Kilnerry,1,10.0,1431,$1200000,,
tt6744044,movie,Candy Jar,Candy Jar,0,2018,\N,92,Comedy,Candy Jar,1,5.8,3679,,,
tt6747818,movie,Room for Rent,Room for Rent,0,2019,\N,81,"Mystery,Thriller",Room for Rent,1,5.8,1187,,,
tt6772950,movie,Truth or Dare,Truth or Dare,0,2018,\N,100,"Horror,Thriller",Truth or Dare,1,5.1,37103,$3500000,41.41,95.33
tt6781982,movie,Night School,Night School,0,2018,\N,111,Comedy,Night School,1,5.6,27768,$29000000,77.34,103.11
tt6791096,movie,I Feel Pretty,I Feel Pretty,0,2018,\N,110,"Comedy,Romance",I Feel Pretty,1,5.5,42557,$32000000,48.8,94.54
tt6791238,movie,Totem,Totem,0,2017,\N,89,"Horror,Mystery,Thriller",Totem,1,4.5,1379,,,0.05
tt6802308,movie,The 15:17 to Paris,The 15:17 to Paris,0,2018,\N,94,"Biography,Drama,Thriller",The 15:17 to Paris,1,5.2,23765,$30000000,36.28,57.08
tt6811018,movie,The Kid Who Would Be King,The Kid Who Would Be King,0,2019,\N,120,"Action,Adventure,Family",The Kid Who Would Be King,1,6.0,10752,$59000000,16.79,32.14
tt6821012,movie,The Week Of,The Week Of,0,2018,\N,116,Comedy,The Week Of,1,5.1,15338,,,
tt6823368,movie,Glass,Glass,0,2019,\N,129,"Drama,Sci-Fi,Thriller",Glass,1,6.7,167392,$20000000,111.04,246.99
tt6829180,movie,Welcome Home,Welcome Home,0,2018,\N,97,Thriller,Welcome Home,1,5.2,3846,,,0.33
tt6848602,movie,Til Death Do Us Part,Til Death Do Us Part,0,2017,\N,101,Thriller,Til Death Do Us Part,1,4.5,1052,,3.46,3.6
tt6850820,movie,Peppermint,Peppermint,0,2018,\N,101,"Action,Drama,Thriller",Peppermint,1,6.5,41984,$25000000,35.42,53.92
tt6852872,movie,Elizabeth Harvest,Elizabeth Harvest,0,2018,\N,105,"Horror,Sci-Fi,Thriller",Elizabeth Harvest,1,5.7,4684,,,0.0
tt6856592,movie,#Captured,#Captured,0,2017,\N,81,Thriller,#Captured,1,6.1,1109,,,
tt6857112,movie,Us,Us,0,2019,\N,116,"Horror,Mystery,Thriller",Us,1,6.9,159180,$20000000,175.01,255.11
tt6857166,movie,Book Club,Book Club,0,2018,\N,104,"Comedy,Drama,Romance",Book Club,1,6.1,21031,$10000000,68.57,104.44
