Title_ID,Release_Year,Runtime(Minutes),Genre,Title,Rating,Number_of_Votes,Budget(LCY),USA_Gross($),Worldwide_Gross($),Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt2315582,2016,94,"Drama,Romance",Una,6.2,8201,,0.02,0.51,01 Sep 2017,9.0,76.0,62.0,"Ruby Stokes, Rooney Mara, David Shields, Ben Mendelsohn",Swen Releasing
tt2315596,2018,91,"Action,Crime,Drama",Galveston,6.2,8654,,,0.23,19 Oct 2018,10.0,72.0,57.0,"Ben Foster, Jeffrey Grover, Christopher Amitrano, Mark Hicks",RLJE Films
tt2316204,2017,122,"Horror,Sci-Fi,Thriller",Alien: Covenant,6.4,234282,$97000000,74.26,240.89,19 May 2017,5.0,66.0,65.0,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride",20th Century Fox
tt2322441,2015,125,"Drama,Romance,Thriller",Fifty Shades of Grey,4.1,283961,$40000000,166.17,569.65,13 Feb 2015,2.0,24.0,46.0,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",Focus Features
tt2322517,2015,93,"Drama,Thriller",Mojave,5.2,3893,,0.01,0.01,03 Dec 2015,12.0,,41.0,"Garrett Hedlund, Louise Bourgoin, Cletus Young, Oscar Isaac",
tt2328900,2018,124,"Biography,Drama,History",Mary Queen of Scots,6.3,29403,$25000000,16.47,46.67,21 Dec 2018,12.0,,60.0,"Angela Bain, Richard Cant, Guy Rhys, Thom Petty",Metrodome
tt2331047,2017,111,"Drama,Mystery,Sci-Fi",Rememory,6.2,13698,,,0.07,24 Aug 2017,8.0,25.0,48.0,"Peter Dinklage, Matt Ellis, Jordana Largy, Martin Donovan",Lionsgate Premiere
tt2334871,2017,90,"Action,Adventure,Comedy",Snatched,4.5,30944,$42000000,45.85,60.85,12 May 2017,5.0,36.0,45.0,"Amy Schumer, Kim Caramele, Raven Goodwin, Katie Dippold",20th Century Fox
tt2337841,2017,85,"Drama,Mystery,Thriller",Bottom of the World,5.4,4658,,,,01 Mar 2017,3.0,,,"Jena Malone, Douglas Smith, Ted Levine, Tamara Duarte",
tt2338424,2015,105,"Comedy,Music,Romance",Tumbledown,6.2,6123,,0.14,0.28,05 Feb 2016,2.0,,60.0,"Dianna Agron, Griffin Dunne, Rebecca Hall, Joe Manganiello",Starz
tt2338454,2017,92,"Comedy,Drama,Fantasy",Unicorn Store,5.5,14658,,,,05 Apr 2019,4.0,,44.0,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford",
tt2345759,2017,110,"Action,Adventure,Fantasy",The Mummy,5.5,160186,$125000000,80.23,409.23,09 Jun 2017,6.0,16.0,34.0,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella",Universal Pictures
tt2349144,2015,108,"Comedy,Drama",Mississippi Grind,6.4,17924,$6000000,0.13,0.42,13 Aug 2015,8.0,91.0,77.0,"Ben Mendelsohn, Yvonne Landry, Anthony Howard, Ryan Reynolds",A24 and DIRECTV
tt2358925,2015,91,"Comedy,Drama",Unfinished Business,5.4,29737,$35000000,10.22,14.43,06 Mar 2015,3.0,10.0,32.0,"Vince Vaughn, Tom Wilkinson, Dave Franco, Sienna Miller",20th Century Fox
tt2361317,2016,129,"Action,Crime,Drama",Live by Night,6.4,48476,$108000000,10.38,22.68,13 Jan 2017,1.0,35.0,49.0,"Ben Affleck, Elle Fanning, Remo Girone, Brendan Gleeson",Warner Bros. Pictures
tt2361509,2015,121,"Comedy,Drama",The Intern,7.1,196889,$35000000,75.76,194.56,25 Sep 2015,9.0,60.0,51.0,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",Warner Bros. Pictures
tt2364897,2016,85,"Drama,Horror,Thriller",The Disappointments Room,3.9,8422,$15000000,2.42,5.75,09 Sep 2016,9.0,0.0,31.0,"Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till",Relativity Studios
tt2365580,2019,109,"Comedy,Drama,Mystery","Where'd You Go, Bernadette",6.6,2497,$20000000,9.2,9.97,16 Aug 2019,8.0,48.0,51.0,"Cate Blanchett, Kristen Wiig, Judy Greer, Laurence Fishburne",Annapurna Pictures
tt2368254,2018,110,"Biography,Drama,War",A Private War,6.7,12192,,1.63,3.83,16 Nov 2018,11.0,89.0,75.0,"Rosamund Pike, Alexandra Moen, Tom Hollander, Faye Marsay",Aviron Pictures
tt2370230,2017,90,"Drama,Romance",All Summers End,6.0,1347,,,,22 Mar 2018,3.0,,,"Kaitlyn Dever, Pablo Schreiber, Tye Sheridan, Annabeth Gish",Gravitas Ventures
tt2372251,2018,96,"Drama,Fantasy,Horror",Down a Dark Hall,5.1,10065,,,2.56,17 Aug 2018,8.0,50.0,56.0,"AnnaSophia Robb, Uma Thurman, Isabelle Fuhrman, Victoria Moroles",Summit Entertainment
tt2378507,2017,127,"Biography,Drama",The Glass Castle,7.1,25414,$9000000,17.27,22.09,11 Aug 2017,8.0,52.0,56.0,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",Lionsgate
tt2379713,2015,148,"Action,Adventure,Thriller",Spectre,6.8,359160,$245000000,200.07,880.67,06 Nov 2015,11.0,63.0,60.0,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",Sony Pictures
tt2380307,2017,105,"Adventure,Animation,Family",Coco,8.4,304606,$175000000,209.73,807.08,22 Nov 2017,11.0,97.0,81.0,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach",Disney/Pixar
tt2381213,2016,103,"Action,Comedy,Romance",Sundown,5.4,2001,,,0.23,13 May 2016,5.0,9.0,10.0,"Devon Werkheiser, Sean Marquette, Silverio Palacios, Camilla Belle",Irreversible Cinema
tt2381249,2015,131,"Action,Adventure,Thriller",Mission: Impossible - Rogue Nation,7.4,319624,$150000000,195.04,682.71,31 Jul 2015,7.0,93.0,75.0,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson",Paramount Pictures
tt2381941,2015,105,"Comedy,Crime,Drama",Focus,6.6,197278,$50100000,53.86,158.76,27 Feb 2015,2.0,56.0,56.0,"Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney",Warner Bros. Pictures
tt2381991,2016,114,"Action,Adventure,Drama",The Huntsman: Winter's War,6.1,90405,$115000000,48.39,164.99,22 Apr 2016,4.0,18.0,35.0,"Chris Hemsworth, Charlize Theron, Jessica Chastain, Emily Blunt",Universal Pictures
tt2386490,2019,104,"Action,Adventure,Animation",How to Train Your Dragon: The Hidden World,7.5,78245,$129000000,160.8,519.9,22 Feb 2019,2.0,91.0,71.0,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",Universal Pictures
tt2387499,2016,105,"Action,Comedy",Keeping Up with the Joneses,5.9,53041,$40000000,14.9,29.92,21 Oct 2016,10.0,19.0,34.0,"Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot",20th Century Fox
tt2388771,2018,104,"Adventure,Drama,Fantasy",Mowgli: Legend of the Jungle,6.5,49216,,,,07 Dec 2018,12.0,52.0,51.0,"Christian Bale, Cate Blanchett, Benedict Cumberbatch, Naomie Harris",Netflix
tt2392385,2014,100,Drama,Lap Dance,5.1,2293,$2000000,,,05 Dec 2014,12.0,,,"Carmen Electra, Omari Hardwick, Stacey Dash, James Remar",Phase 4 Films
tt2392748,2018,96,"Action,Sci-Fi",Scorched Earth,4.7,2521,,,,02 Feb 2018,2.0,20.0,32.0,"Gina Carano, Ryan Robbins, John Hannah, Dean Jagger","Lighthouse Pictures, Inc."
tt2392830,2016,125,"Biography,Drama",A Quiet Passion,6.4,4743,EUR6900000,1.87,4.16,07 Apr 2017,4.0,92.0,77.0,"Emma Bell, Sara Vertongen, Rose Williams, Benjamin Wainwright",Hurricane Films
tt2394063,2015,107,"Drama,Mystery,Thriller",Too Late,6.7,2617,,0.06,0.06,01 Apr 2016,4.0,72.0,54.0,"Crystal Reed, Dichen Lachman, Natalie Zea, Dash Mihok",
tt2395339,2016,90,Drama,Mothers and Daughters,5.0,2629,,0.03,,06 May 2016,5.0,6.0,29.0,"Selma Blair, Luke Mitchell, Symmetry, Gilles Marini",Open Road Films
tt2395427,2015,141,"Action,Adventure,Sci-Fi",Avengers: Age of Ultron,7.3,688188,$250000000,459.01,1402.81,01 May 2015,5.0,75.0,66.0,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",Walt Disney Pictures
tt2396589,2017,134,"Drama,War",Mudbound,7.4,35581,,,0.12,17 Nov 2017,11.0,97.0,85.0,"Jonathan Banks, Carey Mulligan, Garrett Hedlund, Jason Clarke",Netflix
tt2398241,2017,90,"Adventure,Animation,Comedy",Smurfs: The Lost Village,6.0,16296,$60000000,45.02,197.18,07 Apr 2017,4.0,40.0,40.0,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer",Sony Pictures
tt2400463,2015,100,"Drama,Horror,Mystery",The Invitation,6.6,75849,,0.23,0.35,08 Apr 2016,4.0,88.0,74.0,"Logan Marshall-Green, Tammy Blanchard, Emayatzy Corinealdi, Aiden Lovekamp",Drafthouse Films
tt2401097,2015,94,"Action,Crime,Drama",Tracers,5.6,17570,$11000000,,3.34,20 Mar 2015,3.0,25.0,45.0,"Taylor Lautner, Marie Avgeropoulos, Adam Rayner, Rafi Gavron",Lionsgate Films
tt2401878,2015,90,"Animation,Comedy,Drama",Anomalisa,7.3,59730,$8000000,3.76,5.66,11 Mar 2016,3.0,92.0,88.0,"David Thewlis, Jennifer Jason Leigh, Tom Noonan",Starburns Industries
tt2402101,2015,113,"Action,Drama,Mystery",Dark Places,6.2,39161,$20000000,0.21,5.09,18 Jun 2015,6.0,24.0,39.0,"Charlize Theron, Sterling Jerins, Nicholas Hoult, Christina Hendricks",A24 and DIRECTV
tt2402927,2015,118,"Drama,Romance",Carol,7.2,103989,$11800000,12.71,40.27,15 Jan 2016,1.0,94.0,95.0,"Cate Blanchett, Rooney Mara, Kyle Chandler, Sarah Paulson",The Weinstein Company
tt2404233,2016,127,"Action,Adventure,Fantasy",Gods of Egypt,5.4,97739,$140000000,31.15,150.68,26 Feb 2016,2.0,16.0,25.0,"Brenton Thwaites, John Samaha, Courtney Eaton, Nikolaj Coster-Waldau",Lionsgate
tt2404435,2016,132,"Action,Adventure,Western",The Magnificent Seven,6.9,172583,$90000000,93.43,162.36,23 Sep 2016,9.0,63.0,54.0,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",Sony Pictures
tt2406566,2017,115,"Action,Mystery,Thriller",Atomic Blonde,6.7,158165,$30000000,51.69,100.12,28 Jul 2017,7.0,78.0,63.0,"Charlize Theron, James McAvoy, Eddie Marsan, John Goodman",Focus Features
tt2420166,2015,119,Drama,The World Made Straight,5.5,1742,,,,09 Jan 2015,1.0,60.0,48.0,"Noah Wyle, Jeremy Irvine, Minka Kelly, Adelaide Clemens",Millennium Entertainment
tt2433040,2015,103,"Action,Adventure,Drama",Beyond the Mask,5.0,2652,,1.24,1.24,06 Apr 2015,4.0,17.0,,"Andrew Cheney, John Rhys-Davies, Kara Killmer, Alan Madlane",Freestyle Releasing
tt2436386,2015,106,"Drama,Mystery,Sci-Fi",Project Almanac,6.4,72588,$12000000,22.35,33.21,30 Jan 2015,1.0,36.0,47.0,"Jonny Weston, Sofia Black-D'Elia, Sam Lerner, Allen Evangelista",Paramount Pictures
tt2436682,2016,110,"Drama,Western",The Duel,5.8,8794,$10000000,,0.02,24 Jun 2016,6.0,26.0,42.0,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen",Mandeville Films
tt2443822,2015,105,"Drama,Horror,Thriller",The Boy,5.4,4353,,,,14 Mar 2015,3.0,,45.0,"David Morse, Jared Breeze, Rainn Wilson, Bill Sage",
tt2446042,2014,108,"Action,Thriller",Taken 3,6.0,168532,$48000000,89.26,326.48,09 Jan 2015,1.0,13.0,26.0,"Liam Neeson, Forest Whitaker, Famke Janssen, Maggie Grace",20th Century Fox
tt2446980,2015,124,Drama,Joy,6.6,120520,$60000000,56.45,101.13,25 Dec 2015,12.0,60.0,56.0,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez",20th Century Fox
tt2452244,2019,89,"Comedy,Fantasy,Romance",Isn't It Romantic,5.9,51254,$31000000,48.79,48.79,13 Feb 2019,2.0,70.0,60.0,"Rebel Wilson, Liam Hemsworth, Adam Devine, Priyanka Chopra",New Line Cinema
tt2452386,2016,97,"Comedy,Drama",The Fundamentals of Caring,7.3,50881,,,,24 Jun 2016,6.0,77.0,55.0,"Alex Huff, Donna Biscoe, Paul Rudd, Julia Denton",Netflix
tt2461150,2016,95,"Comedy,Crime",Masterminds,5.8,46571,$25000000,17.37,29.67,30 Sep 2016,9.0,33.0,47.0,"Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball",Relativity Media
tt2461340,2016,105,"Adventure,Drama,Romance",Till We Meet Again,6.8,2293,$130000,,,25 Nov 2016,11.0,,,"Johan Matton, Linnea Larsdotter, Emrhys Cooper, Astrea Campbell-Cobb",
tt2461520,2015,90,"Drama,Thriller",Man Down,5.9,8474,,,0.17,02 Dec 2016,12.0,15.0,27.0,"Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara",Krannel Pictures
tt2464690,2016,87,"Comedy,Drama,Sport",The Rack Pack,7.1,1082,$100000,,,17 Jan 2016,1.0,,,"Dennis Taylor, Steve Davis, Alex Higgins, Luke Treadaway",Zeppotron
tt2473510,2015,88,"Horror,Mystery,Thriller",Paranormal Activity: The Ghost Dimension,4.6,23051,$10000000,18.3,78.9,23 Oct 2015,10.0,14.0,30.0,"Chris J. Murray, Brit Shaw, Ivy George, Dan Gill",Paramount Pictures
tt2474976,2015,97,Horror,The Hallow,5.7,14228,,0.01,1.86,05 Nov 2015,11.0,71.0,65.0,"Joseph Mawle, Bojana Novakovic, Michael McElhatton, Michael Smiley",Occupant Entertainment
tt2477218,2015,96,"Action,Drama,War",Field of Lost Shoes,5.7,1479,$6000000,,,20 Mar 2015,3.0,40.0,28.0,"Michael Krebs, Jake Lawson, Sean Marquette, David Arquette",Bosch Media
tt2479478,2015,119,"Comedy,Western",The Ridiculous 6,4.8,40127,$60000000,,,11 Dec 2015,12.0,0.0,18.0,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner",Netflix
tt2481498,2019,110,"Biography,Crime,Drama","Extremely Wicked, Shockingly Evil and Vile",6.6,57037,,,10.21,03 May 2019,5.0,56.0,52.0,"Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer",Netflix
tt2481512,2015,99,"Drama,Thriller","Stockholm, Pennsylvania",6.1,1836,,,,02 May 2015,5.0,27.0,47.0,"Saoirse Ronan, Cynthia Nixon, Jason Isaacs, David Warshofsky",Fido Features
tt2488496,2015,138,"Action,Adventure,Sci-Fi",Star Wars: Episode VII - The Force Awakens,7.9,799362,$245000000,936.66,2068.22,18 Dec 2015,12.0,93.0,81.0,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver",Walt Disney Pictures
tt2494362,2015,132,"Drama,Horror,Western",Bone Tomahawk,7.1,74972,$1800000,,0.38,19 Feb 2016,2.0,91.0,72.0,"Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins",Image Entertainment
tt2499472,2019,86,"Action,Crime,Thriller",Point Blank,5.6,8885,,,,12 Jul 2019,7.0,41.0,37.0,"Frank Grillo, Stuart F. Wilson, Buster Reeves, Christian Cooke",Netflix
tt2503944,2015,101,"Comedy,Drama",Burnt,6.6,98617,$20000000,13.65,36.61,30 Oct 2015,10.0,28.0,42.0,"Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio",The Weinstein Company
tt2503954,2015,101,"Action,Crime,Drama",Broken Horses,5.6,1986,$15000000,,0.03,10 Apr 2015,4.0,25.0,32.0,"Henry Shotwell, Thomas Jane, Nicholas Neve, Sean Patrick Flanery",Vinod Chopra Films
tt2507238,2015,98,"Comedy,Romance",Me Him Her,5.4,1375,$5000000,,,11 Mar 2016,3.0,50.0,39.0,"Dustin Milligan, Luke Bracey, Emily Meade, Kyle Bornheimer",FilmBuff
tt2510894,2015,89,"Animation,Comedy,Family",Hotel Transylvania 2,6.7,96393,$80000000,169.7,474.8,25 Sep 2015,9.0,56.0,44.0,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Sony Pictures
tt2513074,2016,113,"Action,Drama,Sport",Billy Lynn's Long Halftime Walk,6.2,19658,$40000000,1.74,30.93,18 Nov 2016,11.0,44.0,53.0,"Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee",Sony Pictures
tt2515034,2015,115,"Action,Crime,Drama",The Gunman,5.8,36901,$40000000,10.66,24.18,20 Mar 2015,3.0,17.0,39.0,"Sean Penn, Jasmine Trinca, Javier Bardem, Ray Winstone",Open Road Films
tt2523832,2015,91,Drama,A Girl Like Her,7.0,6457,,,,27 Mar 2015,3.0,65.0,54.0,"Hunter King, Lexi Ainsworth, Jimmy Bennett, Amy S. Weber",Parkside Releasing
tt2527336,2017,152,"Action,Adventure,Fantasy",Star Wars: Episode VIII - The Last Jedi,7.1,481935,$317000000,620.18,1332.54,15 Dec 2017,12.0,91.0,85.0,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley",Walt Disney Pictures
tt2531334,2017,89,"Horror,Thriller",Keep Watching,4.3,3601,$5000000,0.09,0.09,31 Oct 2017,10.0,,,"Bella Thorne, Chandler Riggs, Ioan Gruffudd, Natalie Martinez",Screen Gems
tt2531344,2018,102,Comedy,Blockers,6.2,60882,$21000000,60.31,94.02,06 Apr 2018,4.0,83.0,69.0,"Leslie Mann, John Cena, Ike Barinholtz, Kathryn Newton",Universal Pictures
tt2543164,2016,116,"Drama,Mystery,Sci-Fi",Arrival,7.9,535850,$47000000,100.55,203.39,11 Nov 2016,11.0,94.0,81.0,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg",21 Laps Entertainment
tt2543472,2017,113,"Drama,Family",Wonder,8.0,118415,$20000000,132.42,305.94,17 Nov 2017,11.0,85.0,66.0,"Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts",Lionsgate
tt2547172,2015,99,Comedy,Larry Gaye: Renegade Male Flight Attendant,4.5,1166,,,0.07,05 Jun 2015,6.0,,,"Mark Feuerstein, Jessica Lowndes, Stanley Tucci, Christopher Fitzgerald",Orion Releasing
tt2547584,2016,133,"Drama,Romance",The Light Between Oceans,7.2,47780,$20000000,12.55,25.98,02 Sep 2016,9.0,62.0,60.0,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery",Dreamworks Pictures
tt2548208,2014,104,"Crime,Mystery,Thriller",Poker Night,6.3,7522,,,0.01,20 Nov 2014,11.0,50.0,35.0,"Beau Mirchoff, Ron Perlman, Giancarlo Esposito, Titus Welliver",Xlrator Media
tt2548396,2018,102,"Drama,Horror,Mystery",The Cloverfield Paradox,5.5,86668,$26000000,,,04 Feb 2018,2.0,19.0,37.0,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz",Netflix
tt2554274,2015,119,"Drama,Fantasy,Horror",Crimson Peak,6.5,121809,$55000000,31.09,74.68,16 Oct 2015,10.0,73.0,66.0,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",Universal Pictures
tt2555736,2015,122,"Comedy,Drama",The Second Best Exotic Marigold Hotel,6.6,29576,$10000000,33.08,85.98,06 Mar 2015,3.0,65.0,51.0,"Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn",20th Century Fox
tt2557276,2014,100,"Biography,Drama,War",Against the Sun,6.5,4955,,0.0,0.0,23 Jan 2015,1.0,70.0,43.0,"Garret Dillahunt, Tom Felton, Jake Abel, Nadia Parra",The American Film Company
tt2557478,2018,111,"Action,Adventure,Sci-Fi",Pacific Rim: Uprising,5.6,94090,$150000000,59.87,290.93,23 Mar 2018,3.0,44.0,44.0,"John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman",Universal Pictures
tt2561572,2015,100,"Comedy,Crime",Get Hard,6.0,113580,$40000000,90.41,111.71,27 Mar 2015,3.0,28.0,34.0,"Will Ferrell, Kevin Hart, Craig T. Nelson, Alison Brie",Warner Bros. Pictures
tt2567026,2016,113,"Adventure,Family,Fantasy",Alice Through the Looking Glass,6.2,82991,$170000000,77.04,299.46,27 May 2016,5.0,29.0,34.0,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",Walt Disney Pictures
tt2568862,2017,96,"Comedy,Crime",Going in Style,6.6,68961,$25000000,45.02,84.92,07 Apr 2017,4.0,82.0,50.0,"Michael Caine, Alan Arkin, Ann-Margret, Matt Dillon",Warner Bros. Pictures
tt2582496,2015,105,"Comedy,Drama,Romance",Me and Earl and the Dying Girl,7.7,115223,$8000000,6.76,9.07,01 Jul 2015,7.0,81.0,74.0,"Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",Fox Searchlight
tt2582498,2017,93,"Drama,Thriller",Sweet Virginia,6.2,6501,,0.01,0.01,21 Dec 2017,12.0,78.0,72.0,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt",IFC Films
tt2582502,2015,116,Drama,Fathers & Daughters,7.1,21772,$22400000,,5.59,08 Jul 2016,7.0,28.0,31.0,"Russell Crowe, Amanda Seyfried, Aaron Paul, Diane Kruger",Voltage Pictures
tt2582576,2017,113,"Drama,War",Sand Castle,6.3,16062,,,,21 Apr 2017,4.0,47.0,45.0,"Henry Cavill, Nicholas Hoult, Tommy Flanagan, Logan Marshall-Green",Netflix
tt2582782,2016,102,"Action,Crime,Drama",Hell or High Water,7.6,182841,$12000000,27.01,37.88,26 Aug 2016,8.0,97.0,88.0,"Dale Dickey, Ben Foster, Chris Pine, William Sterchi",Film 44
tt2582784,2017,90,"Comedy,Drama",Flower,6.0,5624,,0.33,0.38,16 Mar 2018,3.0,,45.0,"Zoey Deutch, Kathryn Hahn, Tim Heidecker, Adam Scott",
tt2592614,2016,107,"Action,Horror,Sci-Fi",Resident Evil: The Final Chapter,5.5,77195,$40000000,26.83,312.24,27 Jan 2017,1.0,37.0,49.0,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts",Sony Pictures
tt2597760,2017,95,Comedy,The Outcasts,5.5,3224,,0.0,0.06,14 Apr 2017,4.0,50.0,47.0,"Victoria Justice, Eden Sher, Ashley Rickards, Avan Jogia",BCDF Pictures
tt2597768,2016,112,"Drama,Thriller",Come and Find Me,5.7,7190,,,0.0,11 Nov 2016,11.0,62.0,46.0,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk",Automatik Entertainment
tt2597892,2016,85,"Drama,Horror,Sci-Fi",Viral,5.5,7385,,,0.55,29 Jul 2016,7.0,50.0,,"Sofia Black-D'Elia, Analeigh Tipton, Travis Tope, Michael Kelly",Blumhouse Productions
tt2608324,2015,94,"Comedy,Drama,Romance",Manhattan Romance,5.5,1078,,,,02 Oct 2015,10.0,,,"Arnold C. Baker II, Jessie Barr, Tommy Burke, Louis Cancelmi",Beacon Films Inc.
tt2619512,2018,83,Thriller,The Big Take,7.0,2341,,,,07 Sep 2018,9.0,,,"James McCaffrey, Ebon Moss-Bachrach, Zoë Bell, Robert Forster",Archstone Distribution
tt2620590,2017,90,"Crime,Horror,Thriller",Leatherface,5.0,17348,,,1.48,14 Sep 2017,9.0,30.0,40.0,"Stephen Dorff, Lili Taylor, Sam Strike, Vanessa Grasse",Lionsgate
tt2637276,2015,115,Comedy,Ted 2,6.3,170777,$68000000,81.48,215.86,26 Jun 2015,6.0,45.0,48.0,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",Universal Pictures
tt2637294,2015,93,"Comedy,Mystery,Sci-Fi",Hot Tub Time Machine 2,5.1,35058,$14000000,12.31,13.08,20 Feb 2015,2.0,13.0,29.0,"Rob Corddry, Craig Robinson, Clark Duke, Adam Scott",Paramount Pictures
tt2638144,2016,123,"Action,Adventure,Drama",Ben-Hur,5.7,38845,$100000000,26.41,94.06,19 Aug 2016,8.0,25.0,38.0,"Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi",Paramount Pictures
tt2638662,2015,81,Horror,Summer Camp,5.0,3085,,,1.49,10 Jun 2016,6.0,,,"Diego Boneta, Jocelin Donahue, Maiara Walsh, Andrés Velencoso",
tt2639336,2018,98,"Drama,Mystery,Thriller",Greta,6.0,17191,,10.52,18.64,01 Mar 2019,3.0,,54.0,"Isabelle Huppert, Chloë Grace Moretz, Maika Monroe, Jane Perry",
tt2649554,2016,112,"Drama,Mystery,Sci-Fi",Midnight Special,6.6,69409,$18000000,3.71,6.21,21 Apr 2016,4.0,83.0,76.0,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver",Warner Bros. Pictures
tt2652118,2016,96,"Action,Adventure,Drama","Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,16272,$20000000,,38.66,26 Feb 2016,2.0,20.0,47.0,"Donnie Yen, Michelle Yeoh, Harry Shum Jr., Natasha Liu Bordizzo",Netflix
tt2654572,2015,95,"Crime,Drama",The Preppie Connection,6.1,3317,,0.01,0.01,18 Mar 2016,3.0,,34.0,"Thomas Mann, Lucy Fry, Logan Huffman, Guillermo Arribas",
tt2660888,2016,122,"Action,Adventure,Sci-Fi",Star Trek Beyond,7.1,214261,$185000000,158.85,343.47,22 Jul 2016,7.0,86.0,68.0,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",Paramount Pictures
tt2671706,2016,139,Drama,Fences,7.2,89640,$24000000,57.68,64.41,25 Dec 2016,12.0,92.0,79.0,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo",Paramount Pictures
tt2674358,2017,91,"Action,Crime,Drama",The Hunter's Prayer,5.5,6810,$28000000,,0.24,09 Jun 2017,6.0,,35.0,"Martin Compston, Tina Maskell, Eben Young, Stephanie Dooley",
tt2674426,2016,106,"Drama,Romance",Me Before You,7.4,183483,$20000000,56.25,208.31,03 Jun 2016,6.0,56.0,51.0,"Sam Claflin, Vanessa Kirby, Emilia Clarke, Eileen Dunwoodie",Warner Bros. Pictures
tt2674430,2016,90,"Drama,Sci-Fi,Thriller",Approaching the Unknown,4.8,7858,,0.01,0.01,03 Jun 2016,6.0,43.0,53.0,"Mark Strong, Luke Wilson, Sanaa Lathan, Anders Danielsen Lie",3311 Productions
tt2677722,2018,112,"Biography,Crime,Drama",City of Lies,6.3,3448,,,1.61,21 Dec 2018,12.0,,,"Johnny Depp, Forest Whitaker, Toby Huss, Dayton Callie",Fathom Events
tt2679042,2015,96,"Action,Crime,Thriller",Hitman: Agent 47,5.7,81816,$35000000,22.47,82.35,21 Aug 2015,8.0,9.0,28.0,"Angelababy, Dan Bakkedahl, Charlene Beck, Michael Bornhütter",20th Century Fox
tt2689958,2015,90,"Drama,Thriller",Big Sky,4.4,1286,,,,14 Aug 2015,8.0,18.0,36.0,"Bella Thorne, Kyra Sedgwick, Frank Grillo, Aaron Tveit",Eone Films
tt2692250,2014,98,"Adventure,Comedy,Family",Night at the Museum: Secret of the Tomb,6.2,96303,$127000000,113.75,363.2,19 Dec 2014,12.0,47.0,47.0,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan",20th Century Fox
tt2693580,2016,86,"Comedy,Drama",Miss Stevens,6.6,4128,,0.0,0.14,20 Sep 2016,9.0,91.0,65.0,"Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal",Beachside Films
