Title_ID,Release_Year,Runtime(Minutes),Genre,Title,Rating,Number_of_Votes,Budget(LCY),USA_Gross($),Worldwide_Gross($),Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt5700182,2018,99,"Drama,Horror,Sci-Fi",Starfish,5.6,1648,,0.02,0.02,15 Mar 2019,3.0,79.0,74.0,"Virginia Gardner, Christina Masterson, Eric Beecroft, Natalie Mitchell",
tt5701718,2017,86,"Drama,Romance,Thriller",Heartthrob,5.5,2016,$4000000,,,04 Jan 2018,1.0,,,"Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Jimmy Bennett",
tt5702566,2017,90,"Adventure,Sci-Fi",Stasis,3.0,3177,,,,29 Aug 2017,8.0,,,"Anna Harr, Mark Grossman, London Grace, Tiana Masaniai",Xlrator Media
tt5709188,2018,98,"Action,Adventure,Family",A-X-L,5.2,8019,$10000000,6.5,8.47,24 Aug 2018,8.0,70.0,29.0,"Alex Neustaedter, Becky G, Alex MacNicoll, Dominic Rains",Cranium Entertainment
tt5710042,2016,90,"Drama,Mystery,Thriller",Mercy,4.1,2557,,,,22 Nov 2016,11.0,,,"James Wolk, Tom Lipinski, Caitlin FitzGerald, Mike Donovan",Netflix
tt5710514,2017,93,"Comedy,Crime,Drama",I Don't Feel at Home in This World Anymore.,6.9,40553,,,,24 Feb 2017,2.0,89.0,75.0,"Melanie Lynskey, Chris Doubek, Marilyn Faith Hickey, Jared Roylance",Film Science
tt5715410,2017,92,"Adventure,Animation,Comedy",The Son of Bigfoot,6.1,4464,$30000000,0.29,47.05,01 May 2018,5.0,76.0,,"Cinda Adams, Mari Devon, Kirk Thornton, John Allsopp",DIRECTV and Viva Pictures
tt5716280,2018,94,"Drama,Mystery",Welcome the Stranger,4.9,1277,,,,20 Mar 2018,3.0,,,"Abbey Lee, Caleb Landry Jones, Riley Keough, Rosemary Howard",Yale Productions
tt5716380,2017,93,"Crime,Drama,Thriller",Thumper,5.8,2397,,,,10 Nov 2017,11.0,86.0,,"Eliza Taylor, Pablo Schreiber, Daniel Webber, Ben Feldman",The Orchard
tt5716848,2017,86,Comedy,Where's the Money,5.1,1541,,,,20 Oct 2017,10.0,,,"Kat Graham, Terry Crews, Mike Epps, Josh Brener",Rivers Edge Films
tt5717492,2017,95,"Crime,Drama,Thriller",Small Crimes,5.8,5844,,,,28 Apr 2017,4.0,65.0,60.0,"Nikolaj Coster-Waldau, Robert Forster, Jacki Weaver, Molly Parker",Netflix
tt5719076,2017,86,"Fantasy,Horror",Dead Night,4.3,1021,,,0.02,22 Sep 2017,9.0,63.0,,"Brea Grant, AJ Bowen, Barbara Crampton, Sophie Dalah",Dark Sky Films
tt5719700,2017,97,"Comedy,Drama,Romance",Home Again,5.8,24278,$12000000,27.02,37.27,08 Sep 2017,9.0,33.0,41.0,"Reese Witherspoon, Michael Sheen, Candice Bergen, Pico Alexander",Open Road Films
tt5719748,2019,119,"Action,Crime,Drama",Cold Pursuit,6.2,41486,$60000000,32.14,76.42,08 Feb 2019,2.0,70.0,57.0,"Liam Neeson, Laura Dern, Micheál Richardson, Michael Eklund",Summit Entertainment
tt5719786,2017,54,"Horror,Thriller",Never Hike Alone,6.9,1322,$18934,,,13 Oct 2017,10.0,,,"Drew Leighty, Vincente DiSanti, Katie Schwartz, Robert DuBois",
tt5720450,2016,91,"Action,Adventure,Sci-Fi",Independents' Day,2.0,1736,$500000,,,07 Jun 2016,6.0,,,"Fay Gauthier, Sal Landi, Johnny Rey Diaz, Matthew Riley",
tt5721088,2017,91,"Action,Comedy",Just Getting Started,4.4,5178,$22000000,6.07,7.63,08 Dec 2017,12.0,5.0,21.0,"Morgan Freeman, Tommy Lee Jones, Rene Russo, Joe Pantoliano",Broad Green Pictures
tt5723286,2017,82,"Action,Crime,Mystery",Wheelman,6.4,14899,,,,20 Oct 2017,10.0,87.0,66.0,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham",Netflix
tt5726086,2018,103,"Horror,Mystery,Thriller",Insidious: The Last Key,5.7,45612,$10000000,67.75,167.89,05 Jan 2018,1.0,33.0,49.0,"Lin Shaye, Leigh Whannell, Angus Sampson, Kirk Acevedo",Universal Pictures
tt5734576,2018,86,"Horror,Mystery,Thriller",The Possession of Hannah Grace,5.2,14696,$7700000,14.84,43.02,30 Nov 2018,11.0,19.0,37.0,"Shay Mitchell, Grey Damon, Kirby Johnson, Nick Thune",Screen Gems
tt5735280,2016,92,"Drama,Horror,Sci-Fi",It Stains the Sands Red,5.5,3956,$5000000,,0.0,28 Jul 2017,7.0,67.0,,"Brittany Allen, Juan Riedinger, Merwin Mondesir, Kristopher Higgins",Dark Sky Films
tt5736592,2016,75,"Horror,Mystery,Thriller",Sam Was Here,4.8,1986,,,,06 Apr 2017,4.0,,,"Rusty Joiner, Sigrid La Chapelle, Rhoda Pell, Hassan Galedary",
tt5737536,2018,90,"Action,Adventure,Sci-Fi",Future World,3.2,4690,,,0.16,14 Jun 2018,6.0,0.0,10.0,"James Franco, Suki Waterhouse, Jeff Wahlberg, Margarita Levieva",Lionsgate Premiere
tt5737582,2017,94,"Horror,Thriller",Midnighters,5.3,1224,,,,02 Mar 2018,3.0,,63.0,"Alex Essoe, Perla Haney-Jardine, Dylan McTee, Ward Horton",
tt5737862,2017,97,"Comedy,Drama",Landline,6.4,3669,,0.94,0.94,21 Jul 2017,7.0,,66.0,"Jenny Slate, Jay Duplass, Abby Quinn, John Turturro",Magnolia Pictures
tt5740806,2017,97,"Crime,Drama,Romance",Coin Heist,4.8,2171,,,,06 Jan 2017,1.0,,,"Alex Saxon, Alexis G. Zall, Sasha Pieterse, Jay Walker",Adaptive Studios
tt5742374,2017,89,"Crime,Drama,Mystery",You Were Never Really Here,6.8,80372,,2.53,9.36,06 Apr 2018,4.0,89.0,84.0,"Joaquin Phoenix, Dante Pereira-Olson, Larry Canady, Vinicius Damasceno",Amazon Studios
tt5748392,2017,86,Horror,Escape Room,4.3,2328,,,1.7,01 Sep 2017,9.0,,,"Skeet Ulrich, Sean Young, Christine Donlon, Randy Wayne",Lionsgate
tt5751998,2017,91,"Crime,Mystery,Thriller",Small Town Crime,6.6,8729,,,,19 Jan 2018,1.0,76.0,68.0,"John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster",Saban Films
tt5752360,2017,98,Comedy,The Female Brain,5.7,2312,,0.02,0.02,09 Feb 2018,2.0,37.0,41.0,"Whitney Cummings, Toby Kebbell, Beanie Feldstein, Cecily Strong",IFC Films
tt5758778,2018,102,"Action,Adventure,Thriller",Skyscraper,5.8,88605,$125000000,68.42,304.87,13 Jul 2018,7.0,47.0,51.0,"Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller",Universal Pictures
tt5767628,2017,96,"Action,Crime,Mystery",Kill'em All,4.3,1872,,,,06 Jun 2017,6.0,,,"Jean-Claude Van Damme, Autumn Reeser, Peter Stormare, Maria Conchita Alonso",
tt5770620,2017,97,"Comedy,Drama,Romance",The Lovers,6.1,2935,,2.19,2.22,05 May 2017,5.0,84.0,76.0,"Debra Winger, Tracy Letts, Aidan Gillen, Melora Walters",A24 Films
tt5770864,2017,98,"Drama,Fantasy,Sci-Fi",The Man from Earth: Holocene,5.3,6854,,0.01,0.01,15 Jan 2018,1.0,50.0,,"David Lee Smith, John Billingsley, Brittany Curran, William Katt",Falling Sky Entertainment
tt5774450,2018,105,"Drama,Horror,Mystery",Summer of 84,6.7,25976,,,0.04,10 Aug 2018,8.0,70.0,57.0,"Graham Verchere, Judah Lewis, Caleb Emery, Cory Gruter-Andrew",Gunpowder &amp; Sky
tt5776858,2017,130,"Drama,Romance",Phantom Thread,7.5,91319,$35000000,21.2,47.76,19 Jan 2018,1.0,91.0,90.0,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville, Julie Vollono",Focus Features
tt5779372,2018,97,"Drama,Mystery",An Interview with God,5.7,2437,,1.2,2.25,21 Aug 2018,8.0,60.0,,"Brenton Thwaites, Yael Grobglas, David Strathairn, Hill Harper",
tt5779540,2017,90,Comedy,Dear Dictator,5.1,3524,$6700000,,0.01,16 Mar 2018,3.0,17.0,44.0,"Michael Caine, Odeya Rush, Katie Holmes, Seth Green",Cinedigm
tt5783956,2018,97,"Comedy,Fantasy,Romance",When We First Met,6.4,36657,$10000000,,,09 Feb 2018,2.0,43.0,36.0,"Adam Devine, Alexandra Daddario, Shelley Hennig, Andrew Bachelor",Netflix
tt5788136,2017,90,Thriller,The Institute,4.1,2351,$3000000,,0.03,03 Mar 2017,3.0,0.0,,"Allie Gallerani, James Franco, Joe Pease, Scott Haze",Campbell Grobman Films
tt5792472,2017,80,Comedy,Take the 10,4.8,2402,,,,20 Jan 2017,1.0,,,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam",Netflix
tt5792656,2019,100,"Crime,Drama,Thriller",Running with the Devil,5.4,2101,,,0.1,20 Sep 2019,9.0,22.0,40.0,"Nicolas Cage, Cole Hauser, Leslie Bibb, Barry Pepper",Quiver Distribution
tt5795086,2017,93,"Crime,Drama,Mystery",Gemini,5.4,3836,,0.2,0.2,30 Mar 2018,3.0,70.0,71.0,"Lola Kirke, Zoë Kravitz, John Cho, Greta Lee",NEON
tt5796838,2017,100,"Biography,Drama,Music",Roxanne Roxanne,6.2,2315,,,,23 Mar 2018,3.0,,74.0,"Germar Terrell Gardner, Adam Horovitz, Terrence Shingler, Nigel A. Fullerton",
tt5804314,2017,100,Drama,Let There Be Light,4.7,2270,$3000000,7.23,7.24,03 Nov 2017,11.0,100.0,,"Kevin Sorbo, Sam Sorbo, Daniel Roebuck, Donielle Artese",EyeSteelFilm
tt5805752,2017,97,"Comedy,Drama",Brigsby Bear,7.3,14156,,0.53,0.68,21 Sep 2017,9.0,82.0,68.0,"Kyle Mooney, Mark Hamill, Jorge Lendeborg Jr., Matt Walsh",Sony Pictures Classics
tt5809020,2017,80,"Comedy,Mystery",Handsome: A Netflix Mystery Movie,5.2,3339,,,,05 May 2017,5.0,,,"Ava Acres, Armani GreatDane, Dino Battaglia, Brent Bradshaw",Netflix
tt5814060,2018,96,"Horror,Mystery,Thriller",The Nun,5.3,101285,$22000000,117.45,365.55,07 Sep 2018,9.0,25.0,46.0,"Demián Bichir, Taissa Farmiga, Jonas Bloquet, Bonnie Aarons",Warner Bros. Pictures
tt5816374,2017,91,"Comedy,Drama,Music",Band Aid,6.6,4744,,0.25,0.25,09 Jun 2017,6.0,85.0,67.0,"Zoe Lister-Jones, Adam Pally, Susie Essman, Retta",IFC Films
tt5816682,2017,111,"Biography,Drama,History",Victoria & Abdul,6.8,27266,$21000000,22.25,65.42,06 Oct 2017,10.0,66.0,58.0,"Judi Dench, Ali Fazal, Tim Pigott-Smith, Eddie Izzard",Focus Features
tt5822564,2019,102,"Action,Crime,Drama",The Kitchen,5.2,5380,$38000000,12.18,15.88,09 Aug 2019,8.0,22.0,35.0,"Melissa McCarthy, Tiffany Haddish, Elisabeth Moss, Domhnall Gleeson",New Line Cinema
tt5825380,2017,101,Drama,Wonder Wheel,6.2,21241,$25000000,1.4,15.89,15 Dec 2017,12.0,31.0,45.0,"Justin Timberlake, Juno Temple, Robert C. Kirk, Kate Winslet",Amazon Studios
tt5826432,2017,96,Drama,Burning Sands,6.1,2336,,,,10 Mar 2017,3.0,88.0,63.0,"Trevor Jackson, Tosin Cole, DeRon Horton, Alfre Woodard",Netflix
tt5829040,2017,81,Comedy,Fun Mom Dinner,5.2,4142,,,0.33,04 Aug 2017,8.0,33.0,46.0,"Rob Huebel, Caleb Paddock, Matthew Paddock, Toni Collette",Voltage Pictures
tt5831402,2017,90,"Comedy,Romance",The Feels,5.1,1272,,,,13 Mar 2018,3.0,,,"Constance Wu, Angela Trimbur, Josh Fadem, Jenée LaMarque",Provenance Pictures
tt5833186,2017,93,"Crime,Drama,Mystery",Last Rampage: The Escape of Gary Tison,5.7,1257,$6000000,0.01,0.01,22 Sep 2017,9.0,60.0,50.0,"Robert Patrick, Heather Graham, Bruce Davison, Alex MacNicoll",Epic Pictures Releasing
tt5834262,2018,94,"Action,Crime,Drama",Hotel Artemis,6.1,34998,$15000000,6.71,13.31,08 Jun 2018,6.0,57.0,58.0,"Jodie Foster, Sterling K. Brown, Sofia Boutella, Jeff Goldblum",Global Road Entertainment
tt5843670,2016,81,"Action,Drama,Horror",The Stakelander,5.3,2826,,,0.03,07 Feb 2017,2.0,,,"Connor Paolo, Nick Damici, Laura Abramsen, A.C. Peterson",Glass Eye Pix
tt5843780,2018,94,Thriller,River Runs Red,4.8,2404,,0.01,0.06,09 Nov 2018,11.0,22.0,26.0,"Taye Diggs, John Cusack, George Lopez, Luke Hemsworth",Cinedigm
tt5843838,2017,85,Family,Max 2: White House Hero,5.2,1074,,,0.07,12 May 2017,5.0,,,"Zane Austin, Francesca Capaldi, Lochlyn Munro, Andrew Kavadas",Orion Pictures
tt5843850,2017,86,"Crime,Drama,Romance",Kings,4.9,2410,,0.27,0.91,11 Apr 2018,4.0,,34.0,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker",
tt5848272,2018,112,"Adventure,Animation,Comedy",Ralph Breaks the Internet,7.1,105091,$175000000,201.09,529.32,21 Nov 2018,11.0,88.0,71.0,"John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson",Walt Disney Animation Studios
tt5848416,2019,100,Drama,Walk. Ride. Rodeo.,6.4,1331,,,,08 Mar 2019,3.0,,,"Spencer Locke, Missi Pyle, Bailey Chase, Alyvia Alyn Lind",
tt5848714,2017,107,"Crime,Drama,Thriller",American Violence,4.5,1538,$7000000,,,03 Feb 2017,2.0,,,"Kaiwi Lyman, Bruce Dern, Denise Richards, Columbus Short",Cinedigm
tt5851014,2017,94,"Action,Drama",Savage Dog,4.9,2373,,,,04 Aug 2017,8.0,73.0,,"Scott Adkins, Marko Zaror, JuJu Chan, Cung Le",Bleiberg Entertainment
tt5851786,2017,85,"Adventure,Animation,Comedy",Gnome Alone,5.6,2052,,,10.8,14 Oct 2018,10.0,,,"Becky G, Josh Peck, Tara Strong, Olivia Holt",Smith Global Media
tt5859238,2017,88,"Comedy,Drama,Western",Lucky,7.3,15683,,0.96,1.86,29 Sep 2017,9.0,,80.0,"Harry Dean Stanton, David Lynch, Ron Livingston, Ed Begley Jr.",Lucky Movies
tt5861882,2017,91,Horror,Sleep No More,5.5,1363,,,,02 Oct 2018,10.0,,,"Keli Price, Brea Grant, Stephen Ellis, Christine Dwyer",RLJE Films
tt5865326,2019,95,"Comedy,Crime,Drama",The Laundromat,6.3,18482,,,,27 Sep 2019,9.0,42.0,57.0,"Gary Oldman, Jeffrey Wright, Meryl Streep, Sharon Stone",Netflix
tt5881528,2018,113,"Adventure,Comedy,Crime",Damsel,5.5,2715,,0.31,0.32,22 Jun 2018,6.0,69.0,63.0,"Robert Pattinson, Mia Wasikowska, David Zellner, Nathan Zellner",Magnolia Pictures
tt5883570,2017,120,"Comedy,Drama,Music",Bodied,7.1,4097,,0.11,0.11,02 Nov 2018,11.0,90.0,75.0,"Calum Worthy, Jackie Long, Rory Uphold, Jonathan Park",NEON
tt5884052,2019,104,"Action,Adventure,Comedy",Pokémon Detective Pikachu,6.7,102854,$150000000,144.11,431.71,10 May 2019,5.0,68.0,53.0,"Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy",Warner Bros. Pictures
tt5884230,2017,102,"Comedy,Drama,Music",Brad's Status,6.5,14115,,2.13,3.81,15 Sep 2017,9.0,79.0,71.0,"Ben Stiller, Austin Abrams, Jenna Fischer, Michael Sheen",Amazon Studios
tt5884234,2017,97,"Action,Thriller",First Kill,5.0,8596,$10000000,,0.35,21 Jul 2017,7.0,12.0,39.0,"Bruce Willis, Hayden Christensen, Ty Shelton, Megan Leonard",Lionsgate Premiere
tt5884784,2017,90,"Horror,Mystery,Thriller",The Super,6.0,11586,$2300000,,0.02,19 Oct 2018,10.0,,47.0,"Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti",
tt5886046,2019,99,"Action,Adventure,Horror",Escape Room,6.3,59459,$9000000,57.01,155.71,04 Jan 2019,1.0,50.0,48.0,"Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine",Columbia Pictures
tt5893332,2017,130,Comedy,Sandy Wexler,5.1,12633,,,,14 Apr 2017,4.0,27.0,40.0,"Adam Sandler, Jennifer Hudson, Kevin James, Colin Quinn",Netflix
tt5910344,2017,85,"Comedy,Drama",The House of Tomorrow,6.2,1267,,0.04,0.04,20 Jun 2019,6.0,74.0,58.0,"Asa Butterfield, Alex Wolff, Nick Offerman, Ellen Burstyn",SHOUT! STUDIOS
tt5912454,2016,80,"Drama,Romance",Blue Jay,7.3,11193,,0.02,0.02,11 Oct 2016,10.0,90.0,69.0,"Mark Duplass, Sarah Paulson, Clu Gulager, James Andrews",Duplass Brothers
tt5913798,2019,95,"Drama,Horror,Mystery",Wounds,4.1,7606,,,,18 Oct 2019,10.0,57.0,50.0,"Armie Hammer, Zazie Beetz, Karl Glusman, Christin Rankins",Hulu
tt5929750,2017,82,"Comedy,Drama",Beatriz at Dinner,6.0,8267,,7.12,7.43,09 Jun 2017,6.0,74.0,68.0,"Salma Hayek, John Lithgow, Connie Britton, Jay Duplass",Roadside Attractions
tt5929754,2018,105,Drama,Wildlife,6.9,17511,,1.05,3.23,01 Jan 2019,1.0,94.0,80.0,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",IFC Films
tt5931338,2016,103,"Comedy,Horror,Sci-Fi",Horror Hotel the Movie,4.6,1209,,,,05 Jul 2016,7.0,,,"Tera Buerkle, Deborah Childs, Jordan Demers, Austin Freeman",
tt5933560,2017,93,Comedy,Permanent,5.5,1572,,0.01,0.01,15 Dec 2017,12.0,44.0,41.0,"Alexis Leggett, Kaleigh Jo Keller, Kira McLean, Patricia Arquette",Magnolia Pictures
tt5936492,2018,77,"Drama,Horror",The Witch in the Window,5.7,2658,,,0.04,21 Nov 2018,11.0,70.0,,"Arija Bareikis, Alex Draper, Charlie Tacker, Carol Stanzione",
tt5937770,2016,107,"Horror,Mystery,Thriller",Tell Me How I Die,5.0,3984,,,0.24,16 Sep 2016,9.0,,,"Nathan Kress, Virginia Gardner, Kirby Bliss Blanton, Ryan Higa",
tt5941692,2019,104,"Action,Crime,Drama",Miss Bala,5.7,5578,$15000000,15.01,15.38,01 Feb 2019,2.0,22.0,41.0,"Gina Rodriguez, Thomas Dekker, Vivian Chan, Barbarella Pardo",Columbia Pictures
tt5952138,2018,90,"Drama,Mystery,Thriller",We Have Always Lived in the Castle,5.6,3343,,,0.06,17 May 2019,5.0,89.0,63.0,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan",Brainstorm Media
tt5960374,2018,114,"Drama,Music",Vox Lux,6.0,12002,,0.73,1.4,20 Dec 2018,12.0,61.0,67.0,"Natalie Portman, Jude Law, Stacy Martin, Jennifer Ehle",NEON
tt5962210,2017,98,"Comedy,Drama",Ingrid Goes West,6.6,29182,,3.02,3.15,25 Aug 2017,8.0,86.0,71.0,"Aubrey Plaza, Elizabeth Olsen, O'Shea Jackson Jr., Wyatt Russell",NEON
tt5968274,2018,114,"Drama,Thriller",The Angel,6.6,9233,,,,14 Sep 2018,9.0,75.0,,"Marwan Kenzari, Toby Kebbell, Waleed Zuaiter, Hannah Ware",Netflix
tt5968394,2019,109,"Drama,Sci-Fi,Thriller",Captive State,6.0,40158,$25000000,5.96,8.77,15 Mar 2019,3.0,44.0,54.0,"John Goodman, Ashton Sanders, Jonathan Majors, Vera Farmiga",Focus Features
tt5973364,2017,83,"Comedy,Drama",Lemon,4.6,1376,,0.03,0.03,18 Aug 2017,8.0,,59.0,"Brett Gelman, Judy Greer, Michael Cera, Gillian Jacobs",
tt5973626,2016,78,"Action,Adventure,Animation",Batman: Return of the Caped Crusaders,6.8,4224,$3500000,,0.06,11 Oct 2016,10.0,94.0,,"Adam West, Burt Ward, Julie Newmar, Jeff Bergman",Warner Bros. Animation
tt5977276,2019,108,"Drama,Romance,War",The Aftermath,6.3,10037,,1.62,9.22,15 Mar 2019,3.0,27.0,43.0,"Keira Knightley, Ned Wills, Pandora Colin, Jason Clarke",Fox Searchlight Pictures
tt5978724,2017,108,"Drama,Romance",My Days of Mercy,6.3,1405,,,0.0,04 Jul 2019,7.0,94.0,,"Ellen Page, Kate Mara, Amy Seimetz, Charlie Shotwell",Freestyle Releasing
tt5980638,2018,96,"Music,Mystery,Thriller",The Transcendents,7.8,2425,$200000,,,18 Apr 2018,4.0,,,"Rob Franco, Savannah Welch, Kathy Valentine, William Leroy",
tt5989218,2018,117,"Drama,Romance",Life Itself,6.7,11436,$10000000,4.1,7.79,21 Sep 2018,9.0,14.0,21.0,"Oscar Isaac, Olivia Wilde, Annette Bening, Mandy Patinkin",Amazon Studios
tt5990342,2017,85,Comedy,The Incredible Jessica James,6.5,5375,,,,28 Jul 2017,7.0,88.0,72.0,"Jessica Williams, Chris O'Dowd, LaKeith Stanfield, Noël Wells",Netflix
tt5990474,2017,104,Drama,Columbus,7.2,11666,,1.02,1.09,04 Aug 2017,8.0,97.0,89.0,"John Cho, Haley Lu Richardson, Parker Posey, Michelle Forbes",Superlative Films / Depth of Field Productions
tt6000478,2017,122,"Crime,Drama,Thriller","Roman J. Israel, Esq.",6.4,25249,$22000000,11.96,13.03,22 Nov 2017,11.0,53.0,58.0,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt",Sony Pictures
tt6003368,2017,91,"Comedy,Family",Diary of a Wimpy Kid: The Long Haul,4.4,5962,$22000000,20.74,40.14,19 May 2017,5.0,18.0,39.0,"Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",20th Century Fox
tt6010628,2018,104,"Romance,Sci-Fi",Zoe,6.1,6061,,,0.4,20 Jul 2018,7.0,32.0,39.0,"Ewan McGregor, Léa Seydoux, Theo James, Rashida Jones",Amazon Studios
tt6013156,2018,92,"Drama,Thriller",What Still Remains,4.6,1553,,,,14 Aug 2018,8.0,90.0,,"Lulu Antariksa, Colin O'Donoghue, Mimi Rogers, Dohn Norwood",Gravitas Ventures
tt6014472,2017,89,"Action,Crime,Thriller",S.W.A.T.: Under Siege,4.5,1871,,,,01 Aug 2017,8.0,,,"Sam Jaeger, Adrianne Palicki, Michael Jai White, Kyra Zagorsky",Original Film
tt6014904,2017,81,"Drama,Thriller",The Strange Ones,5.0,2042,,,0.03,05 Jan 2018,1.0,56.0,57.0,"Alex Pettyfer, James Freedson-Jackson, Emily Althaus, Gene Jones",Vertical Entertainment and DIRECTV
tt6017942,2018,102,"Action,Crime,Drama",Kin,5.8,10909,$30000000,5.72,10.31,31 Aug 2018,8.0,32.0,35.0,"Myles Truitt, Jack Reynor, Dennis Quaid, Zoë Kravitz",Lionsgate
tt6018306,2017,125,"Comedy,Drama,War",Last Flag Flying,6.9,19923,,0.97,1.87,03 Nov 2017,11.0,78.0,65.0,"Bryan Cranston, Laurence Fishburne, Steve Carell, J. Quinton Johnson",Amazon Studios
tt6032328,2019,91,"Crime,Romance",Finding Steve McQueen,6.2,2519,$7000000,,0.02,15 Mar 2019,3.0,52.0,56.0,"Lily Rabe, Travis Fimmel, Rachael Taylor, William Fichtner",Momentum Pictures
tt6040662,2017,105,Drama,The Children Act,6.7,8614,,0.55,17.7,14 Sep 2018,9.0,73.0,62.0,"Emma Thompson, Stanley Tucci, Fionn Whitehead, Jason Watkins",A24 and DIRECTV
tt6043142,2018,118,"Biography,Crime,Drama",Skin,7.4,11444,,,0.13,26 Jul 2019,7.0,,58.0,"Jamie Bell, Danielle Macdonald, Daniel Henshall, Bill Camp",
tt6046314,2018,100,"Drama,Music,Romance",Bel Canto,5.4,2191,,0.13,0.35,14 Sep 2018,9.0,48.0,50.0,"Julianne Moore, Ken Watanabe, Sebastian Koch, Ryo Kase",Screen Media Films
tt6048930,2017,96,"Comedy,Fantasy,Romance",Naked,5.4,15190,,,,11 Aug 2017,8.0,,36.0,"Marlon Wayans, Regina Hall, Dennis Haysbert, J.T. Jackson",
tt6051096,2018,98,Horror,The Axiom,6.5,5057,,,,07 Dec 2018,12.0,,,"Hattie Smith, Zac Titus, Nicole Dambro, Michael Peter Harrison",Axiom Movie Production Company
tt6053438,2017,113,"Drama,Mystery,Thriller",First Reformed,7.1,37330,,3.45,3.86,18 May 2018,5.0,93.0,85.0,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill",A24
tt6053440,2017,96,"Drama,Romance",Princess Cyd,6.7,2321,,,,03 Nov 2017,11.0,94.0,72.0,"Marika Mashburn, Jessie Pinnick, Rebecca Spence, Paul Brian Fagen",Wolfe Releasing
tt6053472,2018,95,"Horror,Thriller",The Toybox,3.7,1547,,,,29 Aug 2018,8.0,30.0,,"Denise Richards, Mischa Barton, Jeff Denton, Brian Nagel",Steel House Productions
tt6057032,2017,94,Drama,Gook,7.0,1960,,0.25,0.25,19 Jan 2018,1.0,94.0,69.0,"Simone Baker, Justin Chon, Curtiss Cook Jr., David So",Samuel Goldwyn Films
tt6061074,2018,102,"Drama,Sport",First Match,6.3,1652,,,,30 Mar 2018,3.0,84.0,68.0,"Elvire Emanuelle, Yahya Abdul-Mateen II, Colman Domingo, Jharrel Jerome",Netflix
tt6062774,2019,102,"Drama,Thriller",Monos,7.5,2999,,0.41,1.32,15 Aug 2019,8.0,93.0,78.0,"Sofia Buenaventura, Moises Arias, Julianne Nicholson, Laura Castrillón",NEON
tt6063050,2018,120,"Drama,Romance,Thriller",Acrimony,5.8,6829,$20000000,43.55,46.4,30 Mar 2018,3.0,18.0,32.0,"Taraji P. Henson, Lyriq Bent, Crystle Stewart, Jazmyn Simon",Lionsgate
tt6063090,2019,119,"Drama,Sci-Fi",Light of My Life,6.6,3894,,0.02,0.19,09 Aug 2019,8.0,79.0,67.0,"Anna Pniowsky, Casey Affleck, Tom Bower, Elisabeth Moss",Saban Films
tt6068978,2017,77,Horror,Amityville Exorcism,6.2,1932,,,,03 Jan 2017,1.0,,,"Marie DeLorenzo, Jeff Kirkendall, James Carolus, Austin Dragovich",
tt6069264,2017,93,"Comedy,Drama,Thriller",Bitch,5.0,1554,,,0.0,10 Nov 2017,11.0,,55.0,"Jason Ritter, Jaime King, Marianna Palka, Brighton Sharbino",
tt6083648,2018,103,"Mystery,Thriller",Looking Glass,4.6,4396,,,0.08,16 Feb 2018,2.0,17.0,33.0,"Nicolas Cage, Robin Tunney, Marc Blucas, Ernie Lively",Momentum Pictures
tt6086080,2017,90,Comedy,Mad Families,4.1,1091,,,,12 Jan 2017,1.0,,,"Charlie Sheen, Leah Remini, Naya Rivera, Finesse Mitchell",Crackle
tt6089700,2017,90,"Drama,Horror,Mystery",The Hatred,3.6,1905,$800000,,0.11,29 Nov 2017,11.0,,,"Sarah Davenport, Andrew Divoff, Darby Walker, Nina Siemaszko",
tt6093618,2018,93,Comedy,Antiquities,6.8,1363,,,,16 Jun 2018,6.0,,,"Mary Steenburgen, Ashley Greene, Michaela Watkins, Andrew J. West",The Orchard
tt6095472,2019,97,"Adventure,Animation,Comedy",The Angry Birds Movie 2,6.4,8089,$65000000,41.66,145.06,14 Aug 2019,8.0,73.0,60.0,"Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader",Columbia Pictures
tt6101602,2018,93,"Drama,Mystery,Thriller",Madeline's Madeline,6.4,2773,,0.19,0.2,10 Aug 2018,8.0,,77.0,"Helena Howard, Miranda July, Molly Parker, Okwui Okpokwasili",
tt6104206,2017,85,"Horror,Thriller",Jackals,5.4,3534,,,0.09,28 Dec 2017,12.0,44.0,33.0,"Deborah Kara Unger, Ben Sullivan, Chelsea Ricketts, Nick Roux",Shout! Factory Films
