tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD,Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt4073790,movie,The Darkest Minds,The Darkest Minds,0,2018,\N,104,"Action,Adventure,Drama",The Darkest Minds,1,5.7,24290,$34000000,12.7,41.14,03 Aug 2018,8,17,39,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson",20th Century Fox
tt4076760,movie,Diablo,Diablo,0,2015,\N,90,"Action,Adventure,Thriller",Diablo,1,4.5,4481,,,,08 Jan 2016,1,nan,35,"Scott Eastwood, Walton Goggins, Camilla Belle, Adam Beach",N/A
tt4076926,movie,The Heyday of the Insensitive Bastards,The Heyday of the Insensitive Bastards,0,2015,\N,97,"Comedy,Drama",The Heyday of the Insensitive Bastards,1,4.4,1534,$15000000,,,27 Oct 2017,10,nan,N/A,"Rico Rodriguez, Matthew Modine, James Franco, Abigail Spencer",Elysium Bandini Studios
tt4076980,movie,The Throwaways,The Throwaways,0,2015,\N,90,"Action,Comedy,Thriller",The Throwaways,1,4.5,1119,,,,30 Jan 2015,1,nan,N/A,"Peter Brooke, James Caan, Noel Clarke, Kevin Dillon",Sony Pictures Entertainment
tt4080956,movie,A Prayer Before Dawn,A Prayer Before Dawn,0,2017,\N,116,"Biography,Crime,Drama",A Prayer Before Dawn,1,6.9,16478,,0.01,0.96,10 Aug 2018,8,92,76,"Joe Cole, Pornchanok Mabklang, Vithaya Pansringarm, Panya Yimmumphai",A24
tt4083572,movie,Urge,Urge,0,2016,\N,89,Thriller,Urge,1,4.8,6867,,,0.05,03 Jun 2016,6,0,N/A,"Pierce Brosnan, Justin Chatwin, Danny Masterson, Ashley Greene",Sculptor Media
tt4085238,movie,The House on Pine Street,The House on Pine Street,0,2015,\N,111,"Drama,Horror",The House on Pine Street,1,5.2,1800,,,0.11,17 Feb 2016,2,nan,N/A,"Emily Goss, Taylor Bottles, Cathy Barnett, Jim Korinke",N/A
tt4086018,movie,Charming,Charming,0,2018,\N,85,"Adventure,Animation,Comedy",Charming,1,5.6,1739,,,8.75,20 Apr 2018,4,25,N/A,"Demi Lovato, Wilmer Valderrama, Sia, Nia Vardalos",N/A
tt4086032,movie,Frankenstein,Frankenstein,0,2015,\N,89,"Horror,Sci-Fi,Thriller",Frankenstein,1,5.1,2156,,,0.25,29 Oct 2015,10,100,N/A,"Xavier Samuel, Carrie-Anne Moss, Danny Huston, Matthew Jacobs",Eclectic Pictures
tt4094724,movie,The Purge: Election Year,The Purge: Election Year,0,2016,\N,108,"Action,Horror,Sci-Fi",The Purge: Election Year,1,6.0,82715,$10000000,79.21,118.59,01 Jul 2016,7,55,55,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria",Universal Pictures
tt4102722,movie,The Night Watchmen,The Night Watchmen,0,2017,\N,80,"Action,Comedy,Horror",The Night Watchmen,1,5.4,1871,,,,21 Nov 2017,11,83,N/A,"Ken Arnold, Dan DeLuca, Kevin Jiggetts, Kara Luiz",Contender Films
tt4103724,movie,Forever My Girl,Forever My Girl,0,2018,\N,108,"Drama,Music,Romance",Forever My Girl,1,6.7,11787,$3500000,16.38,16.38,19 Jan 2018,1,24,36,"Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt",Roadside Attractions and LD Entertainment
tt4104022,movie,People Places Things,People Places Things,0,2015,\N,85,"Comedy,Romance",People Places Things,1,6.9,7641,,0.07,0.18,14 Aug 2015,8,76,68,"Jemaine Clement, Aundrea Gadsby, Gia Gadsby, Nancy Eng",The Film Arcade
tt4105584,movie,Deep,Deep,0,2017,\N,92,"Adventure,Animation,Comedy",Deep,1,4.0,1140,EUR6000000,,10.67,15 Jan 2018,1,nan,N/A,"Justin Felbinger, Stephen Hughes, Lindsey Alena, Elisabeth Gray",N/A
tt4105970,movie,They Look Like People,They Look Like People,0,2015,\N,80,"Drama,Horror,Mystery",They Look Like People,1,5.9,6258,,,,26 Feb 2016,2,92,N/A,"MacLeod Andrews, Evan Dumouchel, Margaret Ying Drake, Mick Casale",N/A
tt4116284,movie,The Lego Batman Movie,The Lego Batman Movie,0,2017,\N,104,"Action,Animation,Comedy",The Lego Batman Movie,1,7.3,120916,$80000000,175.75,311.95,10 Feb 2017,2,89,75,"Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes",Warner Bros. Pictures
tt4118606,movie,The Curse of Sleeping Beauty,The Curse of Sleeping Beauty,0,2016,\N,89,"Fantasy,Horror,Mystery",The Curse of Sleeping Beauty,1,4.2,2700,,,0.1,02 Jun 2016,6,15,27,"Ethan Peck, India Eisley, Natalie Hall, Bruce Davison",N/A
tt4119278,movie,All Roads Lead to Rome,All Roads Lead to Rome,0,2015,\N,90,"Comedy,Drama,Romance",All Roads Lead to Rome,1,4.9,4605,,,0.63,05 Feb 2016,2,nan,N/A,"Sarah Jessica Parker, Rosie Day, Raoul Bova, Claudia Cardinale",N/A
tt4123430,movie,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,0,2018,\N,134,"Adventure,Family,Fantasy",Fantastic Beasts: The Crimes of Grindelwald,1,6.6,184923,$200000000,159.56,653.76,16 Nov 2018,11,37,52,"Johnny Depp, Kevin Guthrie, Carmen Ejogo, Wolf Roth",Warner Bros. Pictures
tt4123650,movie,Alterscape,Alterscape,0,2018,\N,90,"Action,Sci-Fi,Thriller",Alterscape,1,5.8,1364,,,,23 Feb 2018,2,nan,N/A,"Charles Baker, Michael Ironside, Ryan Buggle, Debbie Rochon",N/A
tt4126394,movie,Darling,Darling,0,2015,\N,78,"Horror,Thriller",Darling,1,5.5,2600,,,,01 Dec 2018,12,nan,60,"Lauren Ashley Carter, Sean Young, Brian Morvant, Larry Fessenden",N/A
tt4126476,movie,After,After,0,2019,\N,105,"Drama,Romance",After,1,5.4,20606,$14000000,12.14,69.5,12 Apr 2019,4,17,30,"Josephine Langford, Hero Fiennes Tiffin, Khadijha Red Thunder, Dylan Arnold",Aviron Pictures
tt4129870,movie,White Girl,White Girl,0,2016,\N,88,"Crime,Drama",White Girl,1,5.7,8103,,0.2,0.2,01 Dec 2016,12,72,65,"Morgan Saylor, Brian Marc, Justin Bartha, Chris Noth",Killer Films
tt4130484,movie,Demon House,Demon House,0,2018,\N,111,"Horror,Thriller",Demon House,1,5.2,4963,$7150000,,,16 Mar 2018,3,40,N/A,"Adam Ahlbrandt, Zak Bagans, Matthew Mourgides, Barry Taff",Freestyle Digital Media
tt4131800,movie,My Little Pony: The Movie,My Little Pony: The Movie,0,2017,\N,99,"Adventure,Animation,Comedy",My Little Pony: The Movie,1,6.1,5402,$6500000,21.89,60.33,06 Oct 2017,10,48,39,"Uzo Aduba, Ashleigh Ball, Adam Bengis, Emily Blunt",Lionsgate
tt4139124,movie,Keanu,Keanu,0,2016,\N,100,"Action,Comedy,Crime",Keanu,1,6.3,42776,$15000000,20.59,20.65,29 Apr 2016,4,78,63,"Jordan Peele, Keegan-Michael Key, Tiffany Haddish, Method Man",Warner Bros. Pictures
tt4139588,movie,Polar,Polar,0,2019,\N,118,"Action,Crime,Drama",Polar,1,6.3,61851,,,,25 Jan 2019,1,20,19,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren",Netflix
tt4144190,movie,Wiener-Dog,Wiener-Dog,0,2016,\N,88,"Comedy,Drama",Wiener-Dog,1,5.9,8632,,0.48,0.73,21 Jul 2016,7,74,66,"Keaton Nigel Cooke, Tracy Letts, Julie Delpy, Greta Gerwig",Annapurna Pictures
tt4144332,movie,Deidra & Laney Rob a Train,Deidra & Laney Rob a Train,0,2017,\N,92,"Comedy,Crime,Drama",Deidra & Laney Rob a Train,1,6.1,1397,,,,17 Mar 2017,3,92,65,"Ashleigh Murray, Rachel Crow, Lance Gray, Danielle Nicolet",Netflix
tt4145304,movie,Unexpected,Unexpected,0,2015,\N,90,"Comedy,Drama",Unexpected,1,5.7,2899,,0.02,0.04,24 Jul 2015,7,66,65,"Cobie Smulders, Anders Holm, Gail Bean, Elizabeth McGovern",The Film Arcade
tt4145324,movie,Bound,Bound,0,2015,\N,91,"Drama,Thriller",Bound,1,3.4,1987,$1130000,,,09 Jan 2015,1,nan,N/A,"Charisma Carpenter, Bryce Draper, Morgan Obenreder, Michael Monks",The Asylum
tt4149732,movie,Crush the Skull,Crush the Skull,0,2015,\N,80,"Comedy,Horror,Thriller",Crush the Skull,1,5.7,1381,,,,11 Jun 2015,6,100,N/A,"Walter Michael Bost, Tim Chiou, Chris Dinh, Michelle Grondine",Cherry Sky Films
tt4154664,movie,Captain Marvel,Captain Marvel,0,2019,\N,123,"Action,Adventure,Sci-Fi",Captain Marvel,1,7.0,371647,$175000000,426.83,1128.27,08 Mar 2019,3,78,64,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",Marvel Studios
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0,2018,\N,149,"Action,Adventure,Sci-Fi",Avengers: Infinity War,1,8.5,723437,$321000000,678.82,2048.36,27 Apr 2018,4,85,68,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",Walt Disney Pictures
tt4154796,movie,Avengers: Endgame,Avengers: Endgame,0,2019,\N,181,"Action,Adventure,Drama",Avengers: Endgame,1,8.5,598565,$356000000,858.37,2797.8,26 Apr 2019,4,94,78,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Marvel Studios
tt4154916,movie,Replicas,Replicas,0,2018,\N,107,"Drama,Sci-Fi,Thriller",Replicas,1,5.5,23552,$30000000,4.05,9.21,11 Jan 2019,1,9,19,"Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz",Entertainment Studios Motion Pictures
tt4156972,movie,Opening Night,Opening Night,0,2016,\N,90,"Comedy,Musical",Opening Night,1,6.2,2391,,,,02 Jun 2017,6,nan,N/A,"Topher Grace, Lauren Lapkus, Anne Heche, Taye Diggs",N/A
tt4158624,movie,3 Generations,3 Generations,0,2015,\N,92,Drama,3 Generations,1,5.9,5229,$5000000,0.16,0.53,29 Sep 2016,9,32,47,"Elle Fanning, Linda Emond, Susan Sarandon, Naomi Watts",The Weinstein Company
tt4158876,movie,Other People,Other People,0,2016,\N,97,"Comedy,Drama",Other People,1,6.7,8047,,0.09,0.09,09 Sep 2016,9,86,67,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow",Gettin&#39; Rad Productions
tt4160708,movie,Don't Breathe,Don't Breathe,0,2016,\N,88,"Crime,Horror,Thriller",Don't Breathe,1,7.1,195615,$9900000,89.22,157.1,26 Aug 2016,8,88,71,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto",Ghost House Pictures
tt4163020,movie,Tales of Halloween,Tales of Halloween,0,2015,\N,92,"Comedy,Horror",Tales of Halloween,1,5.5,10776,,,0.42,16 Oct 2015,10,78,64,"Adrienne Barbeau, Hunter Smit, Cameron Easton, Caroline Williams",N/A
tt4163224,movie,Most Likely to Die,Most Likely to Die,0,2015,\N,90,Horror,Most Likely to Die,1,4.0,4274,,,,25 Apr 2016,4,nan,N/A,"Chad Addison, Jake Busey, Tess Christiansen, John Doe",N/A
tt4172146,movie,Summer of 8,Summer of 8,0,2016,\N,88,"Comedy,Drama,Romance",Summer of 8,1,5.5,1056,,,,26 Apr 2016,4,nan,N/A,"Carter Jenkins, Michael Grant, Matt Shively, Nick Marini",Organically Grown Productions
tt4172402,movie,Audacity,Audacity,0,2015,\N,55,Drama,Audacity,1,3.9,4271,,,,24 Jun 2015,6,nan,N/A,"Travis Owens, Molly Ritter, Ben Price, Franklin Killian",Living Waters
tt4172430,movie,13 Hours,13 Hours,0,2016,\N,144,"Action,Drama,History",13 Hours,1,7.3,106877,$50000000,52.85,69.41,15 Jan 2016,1,51,48,"John Krasinski, James Badge Dale, Pablo Schreiber, David Denman",Paramount Pictures
tt4175888,movie,The Chosen,The Chosen,0,2015,\N,88,"Horror,Thriller",The Chosen,1,3.5,1974,,,,24 Jul 2015,7,nan,N/A,"Kian Lawley, Elizabeth Keener, Angelica Cassidy, Chris Gann",SUPERGRAVITY Pictures
tt4178092,movie,The Gift,The Gift,0,2015,\N,108,"Drama,Mystery,Thriller",The Gift,1,7.0,126633,$5000000,43.79,58.98,07 Aug 2015,8,92,77,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",STX Entertainment
tt4180560,movie,Otherhood,Otherhood,0,2019,\N,100,Comedy,Otherhood,1,6.0,7137,,,,02 Aug 2019,8,26,38,"Angela Bassett, Patricia Arquette, Felicity Huffman, Jake Hoffman",Netflix
tt4181052,movie,Special Correspondents,Special Correspondents,0,2016,\N,101,Comedy,Special Correspondents,1,5.8,17312,,,,29 Apr 2016,4,17,36,"Ricky Gervais, Eric Bana, Vera Farmiga, Kelly Macdonald",Netflix
tt4181782,movie,The Crucifixion,The Crucifixion,0,2017,\N,90,"Horror,Mystery,Thriller",The Crucifixion,1,5.1,6285,,,6.55,06 Oct 2017,10,6,N/A,"Sophie Cookson, Corneliu Ulici, Ada Lupu, Brittany Ashworth",N/A
tt4183692,movie,Woodlawn,Woodlawn,0,2015,\N,123,"Drama,Sport",Woodlawn,1,6.5,6194,$12000000,14.39,14.4,16 Oct 2015,10,73,57,"Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd",Pure Flix Entertainment
tt4184878,movie,Smosh: The Movie,Smosh: The Movie,0,2015,\N,84,"Comedy,Fantasy,Sci-Fi",Smosh: The Movie,1,3.3,5715,$1000000,,,24 Jul 2015,7,nan,N/A,"Anthony Padilla, Ian Hecox, Jillian Nelson, Brittany Ross",Lionsgate Films
tt4188436,movie,Dixieland,Dixieland,0,2015,\N,92,"Crime,Drama",Dixieland,1,5.2,1042,,,,12 Jan 2018,1,10,49,"Chris Zylka, Riley Keough, Faith Hill, RJ Mitte",DeerJen Films
tt4189442,movie,Expelled,Expelled,0,2014,\N,85,Comedy,Expelled,1,4.8,6255,,,,16 Dec 2014,12,nan,N/A,"Cameron Dallas, Matt Shively, Lia Marie Johnson, Marcus Johns",AwesomenessTV
tt4189494,movie,Ordinary World,Ordinary World,0,2016,\N,86,"Comedy,Drama,Music",Ordinary World,1,5.5,2557,,,,14 Oct 2016,10,nan,55,"Billie Joe Armstrong, Fred Armisen, Judy Greer, Selma Blair",N/A
tt4190530,movie,Anthropoid,Anthropoid,0,2016,\N,120,"Biography,History,Thriller",Anthropoid,1,7.2,39427,,2.96,5.08,09 Sep 2016,9,66,59,"Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.",LD Entertainment
tt4191054,movie,Strange Magic,Strange Magic,0,2015,\N,99,"Adventure,Animation,Comedy",Strange Magic,1,5.8,9491,,12.43,13.6,23 Jan 2015,1,16,25,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull",Walt Disney Pictures
tt4191580,movie,Meet the Blacks,Meet the Blacks,0,2016,\N,94,"Comedy,Horror",Meet the Blacks,1,4.9,35029,$900000,9.1,9.1,01 Apr 2016,4,10,26,"Mike Epps, Gary Owen, Zulay Henao, Bresha Webb",Hidden Empire Film Group
tt4193394,movie,Indignation,Indignation,0,2016,\N,110,"Drama,Romance",Indignation,1,6.7,10791,,3.4,3.92,11 Aug 2016,8,82,78,"Tijuana Ricks, Sue Dahlman, Jason Jiang, Logan Lerman",Likely Story
tt4196450,movie,The Birth of a Nation,The Birth of a Nation,0,2016,\N,120,"Biography,Drama,History",The Birth of a Nation,1,6.4,18829,$8500000,15.86,16.78,07 Oct 2016,10,72,69,"Nate Parker, Armie Hammer, Penelope Ann Miller, Jackie Earle Haley",Fox Searchlight Pictures
tt4196776,movie,Jason Bourne,Jason Bourne,0,2016,\N,123,"Action,Thriller",Jason Bourne,1,6.6,194740,$120000000,162.43,415.48,29 Jul 2016,7,55,58,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel",Universal
tt4196832,movie,Is That a Gun in Your Pocket?,Is That a Gun in Your Pocket?,0,2016,\N,95,Comedy,Is That a Gun in Your Pocket?,1,5.6,1791,,0.04,0.04,16 Sep 2016,9,0,7,"Andrea Anders, Matt Passmore, Cloris Leachman, Katherine McNamara",The Vault
tt4196848,movie,Mr. Church,Mr. Church,0,2016,\N,104,"Comedy,Drama",Mr. Church,1,7.6,23650,$8000000,0.69,0.69,11 Nov 2016,11,24,37,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel",Envision Media Arts
tt4209174,movie,Chimera Strain,Chimera Strain,0,2018,\N,80,"Drama,Sci-Fi,Thriller",Chimera Strain,1,5.4,1396,,,,15 Mar 2019,3,60,N/A,"Henry Ian Cusick, Kathleen Quinlan, Erika Ervin, Jenna Harrison",Vertical Entertainment
tt4209788,movie,Molly's Game,Molly's Game,0,2017,\N,140,"Biography,Crime,Drama",Molly's Game,1,7.4,112102,$30000000,28.78,59.28,05 Jan 2018,1,82,71,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera",STXfilms
tt4215810,movie,River,River,0,2015,\N,89,Thriller,River,1,6.0,1893,$1000000,,,24 Jun 2016,6,nan,57,"Rossif Sutherland, Douangmany Soliphanh, Sara Botsford, Ted Atherton",N/A
tt4218572,movie,Widows,Widows,0,2018,\N,129,"Crime,Drama,Thriller",Widows,1,6.9,72391,$42000000,42.4,75.98,16 Nov 2018,11,91,84,"Viola Davis, Liam Neeson, Jon Bernthal, Manuel Garcia-Rulfo",20th Century Fox
tt4218696,movie,The Wall,The Wall,0,2017,\N,88,"Action,Drama,Thriller",The Wall,1,6.2,21218,,1.8,4.48,18 May 2017,5,64,57,"Aaron Taylor-Johnson, John Cena, Laith Nakli",Amazon Studios and Roadside Attractions
tt4225622,movie,The Babysitter,The Babysitter,0,2017,\N,85,"Comedy,Horror",The Babysitter,1,6.3,50682,,,,13 Oct 2017,10,nan,N/A,"Judah Lewis, Samara Weaving, Robbie Amell, Hana Mae Lee",Marvista Entertainment
tt4230700,movie,Complete Unknown,Complete Unknown,0,2016,\N,91,"Drama,Mystery",Complete Unknown,1,5.4,5347,,0.19,0.22,26 Aug 2016,8,51,58,"Erin Darke, Rachel Weisz, Hansel Tan, FaTye",Parts and Labor
tt4238858,movie,The Fits,The Fits,0,2015,\N,72,"Drama,Music",The Fits,1,6.7,4120,,0.17,0.17,11 Jan 2017,1,97,90,"Royalty Hightower, Alexis Neblett, Da'Sean Minor, Lauren Gibson",La Biennale di Venezia
tt4241904,movie,The Way We Weren't,The Way We Weren't,0,2019,\N,93,Comedy,The Way We Weren't,1,7.3,1413,,,,12 Feb 2019,2,nan,N/A,"Fiona Gubelmann, Ben Lawson, Tobin Bell, Keith Powell",N/A
tt4244162,movie,Beta Test,Beta Test,0,2016,\N,88,"Action,Sci-Fi,Thriller",Beta Test,1,6.0,11364,$1600000,0.01,0.01,22 Jul 2016,7,nan,N/A,"Manu Bennett, Larenz Tate, Linden Ashby, Kevon Stover",Mirror Images LTD.
tt4244998,movie,Alpha,Alpha,0,2018,\N,96,"Adventure,Drama,Family",Alpha,1,6.7,46373,$51000000,35.86,98.2,17 Aug 2018,8,80,63,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén",Sony Pictures
tt4247682,movie,All Girls Weekend,All Girls Weekend,0,2016,\N,85,"Action,Adventure,Horror",All Girls Weekend,1,4.0,1495,,,,12 Jul 2016,7,nan,N/A,"Jamie Bernadette, Katie Carpenter, GiGi Calero, Sharron Calvin",N/A
tt4254584,movie,Kicks,Kicks,0,2016,\N,80,"Adventure,Drama",Kicks,1,6.4,3860,$2000000,0.15,0.15,09 Sep 2016,9,87,69,"Jahking Guillory, Christopher Jordan Wallace, Christopher Meyer, Kofi Siriboe",Animal Kingdom
tt4255110,movie,Contracted: Phase II,Contracted: Phase II,0,2015,\N,78,"Drama,Horror,Thriller",Contracted: Phase II,1,5.1,4070,,,0.18,04 Sep 2015,9,38,35,"Matt Mercer, Marianna Palka, Morgan Peter Brown, Anna Lore",IFC Midnight
tt4257926,movie,Miracles from Heaven,Miracles from Heaven,0,2016,\N,109,"Biography,Drama,Family",Miracles from Heaven,1,7.1,18443,$13000000,61.71,73.88,16 Mar 2016,3,44,44,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",Sony Pictures
tt4258698,movie,Southside with You,Southside with You,0,2016,\N,84,"Biography,Drama,History",Southside with You,1,6.4,7447,$1500000,6.3,6.51,26 Aug 2016,8,92,74,"Tika Sumpter, Parker Sawyers, Vanessa Bell Calloway, Phillip Edward Van Lear",Miramax and Roadside Attractions
tt4261326,movie,2307: Winter's Dream,2307: Winter's Dream,0,2016,\N,101,Sci-Fi,2307: Winter's Dream,1,3.8,1385,$1200000,,0.01,01 Jun 2017,6,nan,N/A,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson",N/A
tt4262174,movie,First Girl I Loved,First Girl I Loved,0,2016,\N,90,"Drama,Romance",First Girl I Loved,1,6.1,2658,,,,18 Oct 2016,10,89,61,"Dylan Gelula, Brianna Hildebrand, Mateo Arias, Pamela Adlon",N/A
tt4263482,movie,The Witch,The VVitch: A New-England Folktale,0,2015,\N,92,"Drama,Horror,Mystery",The Witch,1,6.8,166406,$4000000,25.14,40.42,19 Feb 2016,2,90,83,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw",A24 Films
tt4266638,movie,Krisha,Krisha,0,2015,\N,83,Drama,Krisha,1,7.2,6241,,0.14,0.14,18 Mar 2016,3,95,86,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek",A24 Films
tt4267026,movie,Hell House LLC,Hell House LLC,0,2015,\N,93,"Horror,Mystery,Thriller",Hell House LLC,1,6.4,6663,,,,01 Nov 2016,11,89,N/A,"Gore Abrams, Alice Bahlke, Danny Bellini, Theodore Bouloukos",N/A
tt4269118,movie,Seven in Heaven,Seven in Heaven,0,2018,\N,94,"Drama,Horror,Mystery",Seven in Heaven,1,5.3,1602,,,,05 Oct 2018,10,nan,N/A,"Travis Tope, Haley Ramm, Dylan Everett, Jake Manley",N/A
tt4269746,movie,The Matchbreaker,The Matchbreaker,0,2016,\N,94,"Comedy,Romance",The Matchbreaker,1,5.6,2402,,,,06 Dec 2016,12,nan,N/A,"Wesley Elder, Christina Grimmie, Osric Chau, Olan Rogers",Vetter Brothers Filmworks
tt4270516,movie,Grandma,Grandma,0,2015,\N,79,"Comedy,Drama",Grandma,1,6.7,13918,$600000,6.98,7.09,18 Sep 2015,9,91,77,"Lily Tomlin, Judy Greer, Julia Garner, Carlos Miranda",Sony Pictures Classics
tt4276206,movie,The Secrets of Emily Blair,The Secrets of Emily Blair,0,2016,\N,95,"Horror,Thriller",The Secrets of Emily Blair,1,4.1,1269,,,,01 Oct 2016,10,nan,N/A,"Ellen Hollman, Colm Meaney, Will Kemp, Francia Raisa",N/A
tt4276820,movie,The Founder,The Founder,0,2016,\N,115,"Biography,Drama,History",The Founder,1,7.2,103310,$25000000,12.79,24.12,20 Jan 2017,1,81,66,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",The Weinstein Company
tt4278962,movie,All Through the House,All Through the House,0,2015,\N,88,Horror,All Through the House,1,4.4,1718,,,,31 Oct 2015,10,nan,N/A,"Ashley Mary Nunes, Jessica Cameron, Melynda Kiring, Lito Velasco",The Readmond Company
tt4281724,movie,Terrifier,Terrifier,0,2016,\N,82,"Horror,Thriller",Terrifier,1,5.6,10547,,,,15 Mar 2018,3,67,N/A,"Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran",Epic Pictures
tt4282872,movie,Dead Story,Dead Story,0,2017,\N,81,Horror,Dead Story,1,4.8,3548,,,,20 Jan 2017,1,nan,N/A,"Kelsey Deanne, Chase Austin Mosely, Melissa Alouf, Jay Bowles",N/A
tt4286666,movie,In-Lawfully Yours,In-Lawfully Yours,0,2016,\N,85,"Comedy,Romance",In-Lawfully Yours,1,5.8,1572,$625000,,,06 Sep 2016,9,nan,N/A,"Chelsey Crisp, Lisa Renz, Leticia Rivera, Philip Boyd",N/A
tt4287320,movie,The Circle,The Circle,0,2017,\N,110,"Drama,Sci-Fi,Thriller",The Circle,1,5.3,75383,$18000000,20.5,40.66,28 Apr 2017,4,15,43,"Emma Watson, Ellar Coltrane, Glenne Headly, Bill Paxton",EuropaCorp / STXfilms
tt4288636,movie,James White,James White,0,2015,\N,85,Drama,James White,1,7.1,5428,,0.1,0.1,13 Nov 2015,11,92,83,"Christopher Abbott, Cynthia Nixon, Kid Cudi, Makenzie Leigh",The Film Arcade
tt4289062,movie,Bloodrunners,Bloodrunners,0,2017,\N,95,"Action,Crime,Horror",Bloodrunners,1,5.0,1095,$450000,,,03 Mar 2017,3,nan,N/A,"Ice-T, Michael McFadden, Chris James Boylan, Airen DeLaMater",N/A
tt4302938,movie,Kubo and the Two Strings,Kubo and the Two Strings,0,2016,\N,101,"Action,Adventure,Animation",Kubo and the Two Strings,1,7.8,108852,$60000000,48.02,69.93,19 Aug 2016,8,97,84,"Art Parkinson, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa",Focus Features
tt4303202,movie,American Wrestler: The Wizard,American Wrestler: The Wizard,0,2016,\N,117,"Drama,Sport",American Wrestler: The Wizard,1,7.2,1613,,,,16 May 2017,5,nan,N/A,"George Kosturos, William Fichtner, Ali Afshar, Lia Marie Johnson",N/A
tt4303340,movie,I Am Not a Serial Killer,I Am Not a Serial Killer,0,2016,\N,104,"Drama,Horror,Thriller",I Am Not a Serial Killer,1,6.2,12488,EUR1254470,,0.02,26 Aug 2016,8,93,54,"Max Records, Christopher Lloyd, Laura Fraser, Christina Baldwin",Floodland Pictures
tt4305148,movie,Lovesong,Lovesong,0,2016,\N,84,"Drama,Romance",Lovesong,1,6.3,3468,,0.01,0.01,17 Feb 2017,2,83,74,"Riley Keough, Jessie Ok Gray, Cary Joji Fukunaga, Jena Malone",Strand Releasing
tt4314716,movie,Darkness Rising,Darkness Rising,0,2017,\N,81,Horror,Darkness Rising,1,3.2,1283,,,0.01,30 Jun 2017,6,0,N/A,"Tara Holt, Bryce Johnson, Katrina Law, Christian Ganiere",IFC Films
tt4332232,movie,Fractured,Fractured,0,2019,\N,99,"Mystery,Thriller",Fractured,1,6.3,27316,,,,11 Oct 2019,10,nan,N/A,"Lily Rabe, Sam Worthington, Stephen Tobolowsky, Lucy Capri",N/A
tt4334266,movie,The Bad Batch,The Bad Batch,0,2016,\N,118,"Drama,Horror,Romance",The Bad Batch,1,5.3,22308,$6000000,0.18,0.2,23 Jun 2017,6,47,62,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves",NEON
tt4335650,movie,Carnage Park,Carnage Park,0,2016,\N,90,"Action,Crime,Horror",Carnage Park,1,4.8,3073,,,,01 Jul 2016,7,62,48,"Ashley Bell, Pat Healy, James Landry Hébert, Michael Villar",Diablo Entertainment
tt4337072,movie,Ghost in the Shell: The New Movie,Kôkaku Kidôtai,0,2015,\N,100,"Action,Animation,Sci-Fi",Ghost in the Shell: The New Movie,1,6.7,3136,,0.1,1.71,10 Nov 2015,11,nan,N/A,"Maaya Sakamoto, Ken'ichirô Matsuda, Ikkyu Juku, Kazuya Nakai",FUNimation Films
tt4337690,movie,90 Minutes in Heaven,90 Minutes in Heaven,0,2015,\N,121,Drama,90 Minutes in Heaven,1,4.7,3173,$5000000,4.84,4.84,11 Sep 2015,9,24,28,"Hayden Christensen, Kate Bosworth, Hudson Meek, Bobby Batson",Samuel Goldwyn Films
