tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD,Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt2582498,movie,Sweet Virginia,Sweet Virginia,0,2017,\N,93,"Drama,Thriller",Sweet Virginia,1,6.2,6501,,0.01,0.01,21 Dec 2017,12,78,72,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt",IFC Films
tt2582502,movie,Fathers & Daughters,Fathers & Daughters,0,2015,\N,116,Drama,Fathers & Daughters,1,7.1,21772,$22400000,,5.59,08 Jul 2016,7,28,31,"Russell Crowe, Amanda Seyfried, Aaron Paul, Diane Kruger",Voltage Pictures
tt2582576,movie,Sand Castle,Sand Castle,0,2017,\N,113,"Drama,War",Sand Castle,1,6.3,16062,,,,21 Apr 2017,4,47,45,"Henry Cavill, Nicholas Hoult, Tommy Flanagan, Logan Marshall-Green",Netflix
tt2582782,movie,Hell or High Water,Hell or High Water,0,2016,\N,102,"Action,Crime,Drama",Hell or High Water,1,7.6,182841,$12000000,27.01,37.88,26 Aug 2016,8,97,88,"Dale Dickey, Ben Foster, Chris Pine, William Sterchi",Film 44
tt2582784,movie,Flower,Flower,0,2017,\N,90,"Comedy,Drama",Flower,1,6.0,5624,,0.33,0.38,16 Mar 2018,3,nan,45,"Zoey Deutch, Kathryn Hahn, Tim Heidecker, Adam Scott",N/A
tt2592614,movie,Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,0,2016,\N,107,"Action,Horror,Sci-Fi",Resident Evil: The Final Chapter,1,5.5,77195,$40000000,26.83,312.24,27 Jan 2017,1,37,49,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts",Sony Pictures
tt2597760,movie,The Outcasts,The Outcasts,0,2017,\N,95,Comedy,The Outcasts,1,5.5,3224,,0.0,0.06,14 Apr 2017,4,50,47,"Victoria Justice, Eden Sher, Ashley Rickards, Avan Jogia",BCDF Pictures
tt2597768,movie,Come and Find Me,Come and Find Me,0,2016,\N,112,"Drama,Thriller",Come and Find Me,1,5.7,7190,,,0.0,11 Nov 2016,11,62,46,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk",Automatik Entertainment
tt2597892,movie,Viral,Viral,0,2016,\N,85,"Drama,Horror,Sci-Fi",Viral,1,5.5,7385,,,0.55,29 Jul 2016,7,50,N/A,"Sofia Black-D'Elia, Analeigh Tipton, Travis Tope, Michael Kelly",Blumhouse Productions
tt2608324,movie,Manhattan Romance,Manhattan Romance,0,2015,\N,94,"Comedy,Drama,Romance",Manhattan Romance,1,5.5,1078,,,,02 Oct 2015,10,nan,N/A,"Arnold C. Baker II, Jessie Barr, Tommy Burke, Louis Cancelmi",Beacon Films Inc.
tt2619512,movie,The Big Take,The Big Take,0,2018,\N,83,Thriller,The Big Take,1,7.0,2341,,,,07 Sep 2018,9,nan,N/A,"James McCaffrey, Ebon Moss-Bachrach, Zoë Bell, Robert Forster",Archstone Distribution
tt2620590,movie,Leatherface,Leatherface,0,2017,\N,90,"Crime,Horror,Thriller",Leatherface,1,5.0,17348,,,1.48,14 Sep 2017,9,30,40,"Stephen Dorff, Lili Taylor, Sam Strike, Vanessa Grasse",Lionsgate
tt2637276,movie,Ted 2,Ted 2,0,2015,\N,115,Comedy,Ted 2,1,6.3,170777,$68000000,81.48,215.86,26 Jun 2015,6,45,48,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",Universal Pictures
tt2637294,movie,Hot Tub Time Machine 2,Hot Tub Time Machine 2,0,2015,\N,93,"Comedy,Mystery,Sci-Fi",Hot Tub Time Machine 2,1,5.1,35058,$14000000,12.31,13.08,20 Feb 2015,2,13,29,"Rob Corddry, Craig Robinson, Clark Duke, Adam Scott",Paramount Pictures
tt2638144,movie,Ben-Hur,Ben-Hur,0,2016,\N,123,"Action,Adventure,Drama",Ben-Hur,1,5.7,38845,$100000000,26.41,94.06,19 Aug 2016,8,25,38,"Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi",Paramount Pictures
tt2638662,movie,Summer Camp,Summer Camp,0,2015,\N,81,Horror,Summer Camp,1,5.0,3085,,,1.49,10 Jun 2016,6,nan,N/A,"Diego Boneta, Jocelin Donahue, Maiara Walsh, Andrés Velencoso",N/A
tt2639336,movie,Greta,Greta,0,2018,\N,98,"Drama,Mystery,Thriller",Greta,1,6.0,17191,,10.52,18.64,01 Mar 2019,3,nan,54,"Isabelle Huppert, Chloë Grace Moretz, Maika Monroe, Jane Perry",N/A
tt2649554,movie,Midnight Special,Midnight Special,0,2016,\N,112,"Drama,Mystery,Sci-Fi",Midnight Special,1,6.6,69409,$18000000,3.71,6.21,21 Apr 2016,4,83,76,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver",Warner Bros. Pictures
tt2652118,movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Crouching Tiger, Hidden Dragon: Sword of Destiny",0,2016,\N,96,"Action,Adventure,Drama","Crouching Tiger, Hidden Dragon: Sword of Destiny",1,6.1,16272,$20000000,,38.66,26 Feb 2016,2,20,47,"Donnie Yen, Michelle Yeoh, Harry Shum Jr., Natasha Liu Bordizzo",Netflix
tt2654572,movie,The Preppie Connection,The Preppie Connection,0,2015,\N,95,"Crime,Drama",The Preppie Connection,1,6.1,3317,,0.01,0.01,18 Mar 2016,3,nan,34,"Thomas Mann, Lucy Fry, Logan Huffman, Guillermo Arribas",N/A
tt2660888,movie,Star Trek Beyond,Star Trek Beyond,0,2016,\N,122,"Action,Adventure,Sci-Fi",Star Trek Beyond,1,7.1,214261,$185000000,158.85,343.47,22 Jul 2016,7,86,68,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",Paramount Pictures
tt2671706,movie,Fences,Fences,0,2016,\N,139,Drama,Fences,1,7.2,89640,$24000000,57.68,64.41,25 Dec 2016,12,92,79,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo",Paramount Pictures
tt2674358,movie,The Hunter's Prayer,The Hunter's Prayer,0,2017,\N,91,"Action,Crime,Drama",The Hunter's Prayer,1,5.5,6810,$28000000,,0.24,09 Jun 2017,6,nan,35,"Martin Compston, Tina Maskell, Eben Young, Stephanie Dooley",N/A
tt2674426,movie,Me Before You,Me Before You,0,2016,\N,106,"Drama,Romance",Me Before You,1,7.4,183483,$20000000,56.25,208.31,03 Jun 2016,6,56,51,"Sam Claflin, Vanessa Kirby, Emilia Clarke, Eileen Dunwoodie",Warner Bros. Pictures
tt2674430,movie,Approaching the Unknown,Approaching the Unknown,0,2016,\N,90,"Drama,Sci-Fi,Thriller",Approaching the Unknown,1,4.8,7858,,0.01,0.01,03 Jun 2016,6,43,53,"Mark Strong, Luke Wilson, Sanaa Lathan, Anders Danielsen Lie",3311 Productions
tt2677722,movie,City of Lies,City of Lies,0,2018,\N,112,"Biography,Crime,Drama",City of Lies,1,6.3,3448,,,1.61,21 Dec 2018,12,nan,N/A,"Johnny Depp, Forest Whitaker, Toby Huss, Dayton Callie",Fathom Events
tt2679042,movie,Hitman: Agent 47,Hitman: Agent 47,0,2015,\N,96,"Action,Crime,Thriller",Hitman: Agent 47,1,5.7,81816,$35000000,22.47,82.35,21 Aug 2015,8,9,28,"Angelababy, Dan Bakkedahl, Charlene Beck, Michael Bornhütter",20th Century Fox
tt2689958,movie,Big Sky,Big Sky,0,2015,\N,90,"Drama,Thriller",Big Sky,1,4.4,1286,,,,14 Aug 2015,8,18,36,"Bella Thorne, Kyra Sedgwick, Frank Grillo, Aaron Tveit",Eone Films
tt2692250,movie,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,0,2014,\N,98,"Adventure,Comedy,Family",Night at the Museum: Secret of the Tomb,1,6.2,96303,$127000000,113.75,363.2,19 Dec 2014,12,47,47,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan",20th Century Fox
tt2693580,movie,Miss Stevens,Miss Stevens,0,2016,\N,86,"Comedy,Drama",Miss Stevens,1,6.6,4128,,0.0,0.14,20 Sep 2016,9,91,65,"Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal",Beachside Films
tt2702724,movie,The Boss,The Boss,0,2016,\N,99,Comedy,The Boss,1,5.4,40250,$29000000,63.29,78.84,08 Apr 2016,4,21,40,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",Universal Pictures
tt2704998,movie,Game Night,Game Night,0,2018,\N,100,"Action,Comedy,Crime",Game Night,1,6.9,173587,$37000000,69.18,117.68,23 Feb 2018,2,85,66,"Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan",New Line Cinema
tt2709692,movie,The Grinch,The Grinch,0,2018,\N,85,"Animation,Family,Fantasy",The Grinch,1,6.3,33830,$75000000,270.62,511.6,09 Nov 2018,11,59,51,"Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams",Universal Pictures
tt2709768,movie,The Secret Life of Pets,The Secret Life of Pets,0,2016,\N,87,"Adventure,Animation,Comedy",The Secret Life of Pets,1,6.5,170024,$75000000,368.38,875.46,08 Jul 2016,7,73,61,"Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate",Universal Pictures
tt2717822,movie,Blackhat,Blackhat,0,2015,\N,133,"Action,Crime,Thriller",Blackhat,1,5.4,49475,$70000000,8.01,19.65,16 Jan 2015,1,33,51,"Chris Hemsworth, Leehom Wang, Wei Tang, Viola Davis",Universal Studios
tt2719848,movie,Everest,Everest,0,2015,\N,121,"Action,Adventure,Biography",Everest,1,7.1,184621,$55000000,43.48,203.43,25 Sep 2015,9,73,64,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",Universal Pictures
tt2720826,movie,Birth of the Dragon,Birth of the Dragon,0,2016,\N,95,"Action,Biography,Drama",Birth of the Dragon,1,5.4,6361,$31000000,6.9,7.22,25 Aug 2017,8,24,35,"Yu Xia, Wang Xi'An, Hai Yu, Yue Wu",BH Tilt/WWE Studios
tt2724236,movie,Tell,Tell,0,2014,\N,89,"Action,Crime,Drama",Tell,1,5.6,1529,,,,04 Dec 2014,12,nan,N/A,"Milo Ventimiglia, Katee Sackhoff, Jason Lee, Robert Patrick",Orion Releasing
tt2726552,movie,A Kind of Murder,A Kind of Murder,0,2016,\N,95,"Crime,Drama,Thriller",A Kind of Murder,1,5.3,6114,,0.0,0.09,16 Dec 2016,12,33,50,"Patrick Wilson, Jessica Biel, Haley Bennett, Eddie Marsan",Killer Films
tt2726560,movie,The Longest Ride,The Longest Ride,0,2015,\N,123,"Drama,Romance",The Longest Ride,1,7.1,71804,$34000000,37.45,62.94,10 Apr 2015,4,31,33,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston",20th Century Fox
tt2737304,movie,Bird Box,Bird Box,0,2018,\N,124,"Drama,Horror,Sci-Fi",Bird Box,1,6.6,237302,,,,21 Dec 2018,12,63,51,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson",Netflix
tt2737926,movie,Always Watching: A Marble Hornets Story,Always Watching: A Marble Hornets Story,0,2015,\N,92,Horror,Always Watching: A Marble Hornets Story,1,4.7,2538,,,0.71,07 Apr 2015,4,nan,N/A,"Alexandra Breckenridge, Chris Marquette, Jake McDorman, Doug Jones",Gravitas Ventures
tt2749282,movie,Papa Hemingway in Cuba,Papa Hemingway in Cuba,0,2015,\N,110,"Biography,Drama",Papa Hemingway in Cuba,1,6.3,1250,,1.12,1.15,29 Apr 2016,4,nan,37,"Giovanni Ribisi, Joely Richardson, Adrian Sparks, Minka Kelly",N/A
tt2751310,movie,Sex Ed,Sex Ed,0,2014,\N,92,"Comedy,Romance",Sex Ed,1,5.5,4878,,,0.04,07 Nov 2014,11,64,34,"Haley Joel Osment, Lorenza Izzo, Kevin Balmore, Retta",Marvista Entertainment
tt2752772,movie,Sinister 2,Sinister 2,0,2015,\N,97,"Horror,Mystery,Thriller",Sinister 2,1,5.3,43902,$10000000,27.74,52.88,21 Aug 2015,8,15,32,"James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",Focus Features
tt2771200,movie,Beauty and the Beast,Beauty and the Beast,0,2017,\N,129,"Family,Fantasy,Musical",Beauty and the Beast,1,7.2,247952,$160000000,504.01,1263.52,17 Mar 2017,3,71,65,"Emma Watson, Dan Stevens, Luke Evans, Josh Gad",Walt Disney Pictures
tt2776878,movie,Thank You for Your Service,Thank You for Your Service,0,2017,\N,109,"Biography,Drama,War",Thank You for Your Service,1,6.5,10628,$20000000,9.54,10.0,27 Oct 2017,10,77,68,"Miles Teller, Beulah Koale, Joe Cole, Scott Haze",Universal Studios
tt2784134,movie,Battle for Skyark,Battle for Skyark,0,2015,\N,88,"Action,Adventure,Fantasy",Battle for Skyark,1,2.7,1754,$7000000,,,28 Dec 2018,12,nan,N/A,"Caon Mortenson, Garrett Coffey, Charlene Tung, Taylor Coliee",LionsGate Entertainment
tt2788710,movie,The Interview,The Interview,0,2014,\N,112,"Action,Adventure,Comedy",The Interview,1,6.5,290885,$44000000,6.11,11.31,24 Dec 2014,12,51,52,"James Franco, Seth Rogen, Lizzy Caplan, Randall Park",Sony Pictures
tt2788732,movie,Pete's Dragon,Pete's Dragon,0,2016,\N,102,"Action,Adventure,Comedy",Pete's Dragon,1,6.7,50428,$65000000,76.23,143.7,12 Aug 2016,8,88,71,"Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence",Walt Disney Pictures
tt2798920,movie,Annihilation,Annihilation,0,2018,\N,115,"Adventure,Drama,Horror",Annihilation,1,6.9,243852,$40000000,32.73,43.07,23 Feb 2018,2,88,79,"Natalie Portman, Benedict Wong, Sonoya Mizuno, David Gyasi",Paramount Pictures
tt2799166,movie,The Pyramid,The Pyramid,0,2014,\N,89,"Action,Adventure,Horror",The Pyramid,1,4.6,21955,$6500000,2.76,16.86,05 Dec 2014,12,14,24,"Ashley Hinshaw, Denis O'Hare, James Buckley, Christa Nicola",20th Century Fox
tt2802136,movie,Home Sweet Hell,Home Sweet Hell,0,2015,\N,98,"Comedy,Crime,Thriller",Home Sweet Hell,1,5.4,13214,$3000000,,,03 Feb 2015,2,5,22,"Katherine Heigl, Patrick Wilson, Madison Wolfe, Aiden Flowers",Vertical Entertainment
tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,\N,129,"Action,Adventure,Comedy",Kingsman: The Secret Service,1,7.7,556542,$81000000,128.26,414.35,13 Feb 2015,2,74,60,"Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies",20th Century Fox
tt2815902,movie,The Childhood of a Leader,The Childhood of a Leader,0,2015,\N,115,Drama,The Childhood of a Leader,1,6.1,5146,$3000000,,0.25,22 Jul 2016,7,nan,68,"Bérénice Bejo, Liam Cunningham, Stacy Martin, Yolande Moreau",N/A
tt2822578,movie,Gravy,Gravy,0,2015,\N,95,"Comedy,Horror",Gravy,1,5.4,1367,,,,02 Oct 2015,10,30,N/A,"Michael Weston, Jimmi Simpson, Sutton Foster, Lily Cole",Shout! Factory
tt2822672,movie,Rock Dog,Rock Dog,0,2016,\N,90,"Adventure,Animation,Comedy",Rock Dog,1,5.9,4186,$60000000,9.42,23.16,24 Feb 2017,2,nan,48,"Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black",N/A
tt2823054,movie,Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,0,2016,\N,98,"Comedy,Romance",Mike and Dave Need Wedding Dates,1,6.0,77078,$33000000,46.01,77.07,08 Jul 2016,7,37,51,"Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza",20th Century Fox
tt2836628,movie,Johnny Frank Garrett's Last Word,Johnny Frank Garrett's Last Word,0,2016,\N,95,"Crime,Drama,Horror",Johnny Frank Garrett's Last Word,1,5.0,1029,,,0.26,21 Apr 2017,4,50,N/A,"Sean Patrick Flanery, Erin Cummings, Mike Doyle, Mike Gassaway",N/A
tt2848292,movie,Pitch Perfect 2,Pitch Perfect 2,0,2015,\N,115,"Comedy,Music",Pitch Perfect 2,1,6.4,133656,$29000000,184.3,287.14,15 May 2015,5,66,63,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow",Universal Pictures
tt2848324,movie,Touched with Fire,Touched with Fire,0,2015,\N,106,"Drama,Romance",Touched with Fire,1,6.2,2029,,0.15,0.15,10 May 2017,5,nan,62,"Katie Holmes, Luke Kirby, Christine Lahti, Griffin Dunne",N/A
tt2848324,movie,Touched with Fire,Touched with Fire,0,2015,\N,106,"Drama,Romance",Touched with Fire,1,6.2,2029,,0.15,0.15,10 May 2017,5,nan,62,"Katie Holmes, Luke Kirby, Christine Lahti, Griffin Dunne",N/A
tt2854394,movie,Hot Bot,Hot Bot,0,2016,\N,86,"Comedy,Sci-Fi",Hot Bot,1,3.3,3064,,,,01 Mar 2016,3,nan,N/A,"Zack Pearlman, Doug Haley, Cynthia Kirchner, David Shackelford",N/A
tt2854926,movie,Tag,Tag,0,2018,\N,100,Comedy,Tag,1,6.5,94200,$28000000,54.73,78.13,15 Jun 2018,6,56,56,"Ed Helms, Lil Rel Howery, Jon Hamm, Annabelle Wallis",Warner Bros. Pictures
tt2865120,movie,Ratchet & Clank,Ratchet & Clank,0,2016,\N,94,"Action,Adventure,Animation",Ratchet & Clank,1,5.6,9232,$20000000,8.82,13.39,29 Apr 2016,4,22,29,"Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson",Focus Features
tt2869728,movie,Ride Along 2,Ride Along 2,0,2016,\N,102,"Action,Comedy,Crime",Ride Along 2,1,5.9,50022,$40000000,91.22,124.61,15 Jan 2016,1,14,32,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",Universal Pictures
tt2872462,movie,Mistress America,Mistress America,0,2015,\N,84,"Comedy,Drama",Mistress America,1,6.7,23066,,2.5,3.34,04 Sep 2015,9,82,75,"Lola Kirke, Shana Dowdeswell, Shelby Rebecca Wong, Alfred Macadam",Fox Searchlight Pictures
tt2872518,movie,The Shack,The Shack,0,2017,\N,132,"Drama,Fantasy",The Shack,1,6.3,27051,$20000000,57.39,96.94,03 Mar 2017,3,21,32,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",Lionsgate
tt2873282,movie,Red Sparrow,Red Sparrow,0,2018,\N,140,"Action,Drama,Thriller",Red Sparrow,1,6.6,145544,$69000000,46.87,151.57,02 Mar 2018,3,45,53,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling",Twentieth Century Fox
tt2880664,movie,Rednecks,Rednecks,0,2017,\N,98,"Comedy,Musical",Rednecks,1,6.3,1220,,,,N/A,N/A,nan,N/A,"John Angel, Royce Hobson, Jeremy Ambler, Brandy Mason",N/A
tt2883448,movie,Cash Only,Cash Only,0,2015,\N,91,"Crime,Drama,Thriller",Cash Only,1,6.1,1080,,,,13 May 2016,5,100,71,"Nickola Shreli, Brandon Trammer, Stivi Paskoski, Danijela Stajnfeld",Nickname Projects
tt2884018,movie,Macbeth,Macbeth,0,2015,\N,113,"Drama,History,War",Macbeth,1,6.6,49930,$15000000,1.11,16.32,11 Dec 2015,12,79,71,"Jack Madigan, Frank Madigan, Michael Fassbender, Marion Cotillard",The Weinstein Company
tt2905674,movie,Jurassic City,Jurassic City,0,2015,\N,88,"Action,Adventure,Comedy",Jurassic City,1,3.7,1804,$1500000,,,29 May 2015,5,nan,N/A,"Ray Wise, Kevin Gage, Vernon Wells, Robert LaSardo",N/A
tt2908446,movie,Insurgent,Insurgent,0,2015,\N,119,"Action,Adventure,Sci-Fi",Insurgent,1,6.2,203939,$110000000,130.18,297.0,20 Mar 2015,3,28,42,"Kate Winslet, Jai Courtney, Mekhi Phifer, Shailene Woodley",Lionsgate Films
tt2910508,movie,Dark Summer,Dark Summer,0,2015,\N,81,"Horror,Thriller",Dark Summer,1,4.2,3040,,,,09 Jan 2015,1,29,31,"Keir Gilchrist, Stella Maeve, Maestro Harrell, Gracie Gillam",IFC Midnight
tt2914740,movie,Deep Dark,Deep Dark,0,2015,\N,79,"Action,Fantasy,Horror",Deep Dark,1,5.0,1882,$5000000,,,04 Sep 2015,9,nan,N/A,"Sean McGrath, Anne Sorce, Denise Poirier, Tabor Helton",N/A
tt2918436,movie,The Lazarus Effect,The Lazarus Effect,0,2015,\N,83,"Horror,Mystery,Sci-Fi",The Lazarus Effect,1,5.2,38699,$3300000,25.8,38.36,27 Feb 2015,2,nan,31,"Mark Duplass, Olivia Wilde, Sarah Bolger, Evan Peters",N/A
tt2918606,movie,The Hollow Point,The Hollow Point,0,2016,\N,97,"Crime,Drama,Thriller",The Hollow Point,1,5.4,4958,,,0.01,16 Dec 2016,12,36,41,"Patrick Wilson, Ian McShane, John Leguizamo, Lynn Collins",Vertical Entertainment
tt2924392,movie,Higher Power,Higher Power,0,2018,\N,93,"Action,Sci-Fi,Thriller",Higher Power,1,5.4,2363,,0.0,0.0,09 May 2018,5,nan,N/A,"Ron Eldard, Jordan Danger, Colm Feore, Jade Tailor",Magnet Releasing
tt2927212,movie,Dear Eleanor,Dear Eleanor,0,2016,\N,89,"Comedy,Drama,Family",Dear Eleanor,1,6.0,1551,,,,05 Jul 2016,7,nan,N/A,"Liana Liberato, Isabelle Fuhrman, Josh Lucas, Luke Wilson",Nine Nights
tt2931376,movie,The Wake,The Wake,0,2017,\N,86,Horror,The Wake,1,5.9,1298,,,,04 Jul 2017,7,nan,N/A,"Bryan Brewer, Allie Rivera, Darla Delgado, Michael Aaron Milligan",N/A
tt2932536,movie,47 Meters Down,47 Meters Down,0,2017,\N,89,"Adventure,Drama,Horror",47 Meters Down,1,5.6,42827,$5300000,44.31,62.19,16 Jun 2017,6,54,52,"Mandy Moore, Claire Holt, Chris Johnson, Yani Gellman",Entertainment Studios Motion Pictures
tt2933474,movie,Superfast!,Superfast!,0,2015,\N,99,Comedy,Superfast!,1,4.1,8218,$20000000,,2.08,03 Apr 2015,4,nan,N/A,"Alex Ashbaugh, Dale Pavinski, Lili Mirojnick, Andrea Navedo",Ketchup Entertainment
tt2935476,movie,Far from the Madding Crowd,Far from the Madding Crowd,0,2015,\N,119,"Drama,Romance",Far from the Madding Crowd,1,7.1,41916,GBP12000000,12.24,30.23,22 May 2015,5,85,71,"Carey Mulligan, Matthias Schoenaerts, Tilly Vosburgh, Mark Wingett",20th Century Fox
tt2935510,movie,Ad Astra,Ad Astra,0,2019,\N,123,"Adventure,Drama,Mystery",Ad Astra,1,7.0,66921,$87500000,49.95,126.94,20 Sep 2019,9,84,80,"Brad Pitt, Tommy Lee Jones, Ruth Negga, Donald Sutherland",20th Century Fox
tt2936390,movie,Battle Drone,Battle Drone,0,2018,\N,93,"Action,Sci-Fi",Battle Drone,1,5.7,2040,$3500000,,,01 Mar 2018,3,nan,N/A,"Dominique Swain, Michael Paré, Natassia Malthe, Louis Mandylor",N/A
tt2937696,movie,Everybody Wants Some!!,Everybody Wants Some!!,0,2016,\N,117,Comedy,Everybody Wants Some!!,1,6.9,48795,$10000000,3.4,4.64,07 Apr 2016,4,87,83,"Blake Jenner, Juston Street, Ryan Guzman, Tyler Hoechlin",Paramount Pictures
tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,"Action,Crime,Drama",A Most Violent Year,1,7.0,61591,$20000000,5.75,12.01,30 Jan 2015,1,90,79,"Oscar Isaac, Elyes Gabel, Jessica Chastain, Lorna Pruce",A24
tt2948078,movie,Lake Eerie,Lake Eerie,0,2016,\N,104,"Horror,Sci-Fi,Thriller",Lake Eerie,1,4.9,5770,,,,15 Jan 2016,1,nan,N/A,"Lance Henriksen, Marilyn Ghigliotti, Betsy Baker, Al Snow",Savage Beast Films
tt2948160,movie,Corbin Nash,Corbin Nash,0,2018,\N,94,"Action,Horror,Thriller",Corbin Nash,1,5.2,4377,,,,20 Apr 2018,4,nan,N/A,"Corey Feldman, Malcolm McDowell, Rutger Hauer, Bruce Davison",Gravitas Ventures
tt2948566,movie,Bleed,Bleed,0,2016,\N,82,"Horror,Thriller",Bleed,1,3.5,1559,$550000,,,01 Mar 2016,3,100,N/A,"Chelsey Crisp, Riley Smith, Michael Steger, Lyndon Smith",Wolfe Releasing
tt2948790,movie,Return to Sender,Return to Sender,0,2015,\N,92,"Drama,Thriller",Return to Sender,1,5.1,11138,,,,14 Aug 2015,8,14,23,"Rosamund Pike, Shiloh Fernandez, Nick Nolte, Camryn Manheim",RLJE/Image Entertainment
tt2948840,movie,Life,Life,0,2015,\N,111,"Biography,Drama",Life,1,6.0,6790,$12000000,,1.23,04 Dec 2015,12,65,59,"Robert Pattinson, Peter Lucas, Lauren Gallagher, Kendal Rae",See-Saw Films
tt2950418,movie,Greater,Greater,0,2016,\N,130,"Biography,Family,Sport",Greater,1,7.2,3569,$9000000,2.0,2.0,26 Aug 2016,8,67,35,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks",N/A
tt2954474,movie,Visions,Visions,0,2015,\N,82,"Horror,Mystery",Visions,1,5.3,9177,,,1.01,19 Jan 2016,1,19,N/A,"Isla Fisher, Anson Mount, Gillian Jacobs, Joanna Cassidy",Blumhouse Productions
tt2957760,movie,Extortion,Extortion,0,2017,\N,108,"Action,Adventure,Crime",Extortion,1,6.2,6075,,,0.01,27 Jul 2017,7,nan,N/A,"Eion Bailey, Bethany Joy Lenz, Mauricio Alemañy, Barkhad Abdi",N/A
tt2962984,movie,Girlfriend's Day,Girlfriend's Day,0,2017,\N,65,"Comedy,Drama",Girlfriend's Day,1,5.2,3039,,,,14 Feb 2017,2,43,N/A,"Bob Odenkirk, Amber Tamblyn, Stacy Keach, Alex Karpovsky",Netflix
tt2967224,movie,Hot Pursuit,Hot Pursuit,0,2015,\N,87,"Action,Comedy,Crime",Hot Pursuit,1,5.1,45582,$35000000,34.58,51.38,08 May 2015,5,7,31,"Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley",Warner Bros. Pictures
tt2974050,movie,Cool Cat Saves the Kids,Cool Cat Saves the Kids,0,2015,\N,75,"Comedy,Family,Musical",Cool Cat Saves the Kids,1,4.7,5001,,,,01 Feb 2015,2,nan,N/A,"Vivica A. Fox, Erik Estrada, Derek Savage, Connor Dean",N/A
tt2974918,movie,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,0,2015,\N,92,"Adventure,Animation,Comedy",Alvin and the Chipmunks: The Road Chip,1,5.0,15075,$90000000,85.89,234.8,18 Dec 2015,12,15,33,"Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney",20th Century Fox
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,151,"Action,Adventure,Sci-Fi",Batman v Superman: Dawn of Justice,1,6.5,589589,$250000000,330.36,873.63,25 Mar 2016,3,28,44,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg",Warner Bros. Pictures
tt2978102,movie,Term Life,Term Life,0,2016,\N,93,"Crime,Drama,Thriller",Term Life,1,5.5,6120,$16500000,0.02,0.24,29 Apr 2016,4,0,23,"Vince Vaughn, Hailee Steinfeld, Bill Paxton, Jonathan Banks",Focus World
tt2980210,movie,A Hologram for the King,A Hologram for the King,0,2016,\N,98,"Comedy,Drama,Romance",A Hologram for the King,1,6.1,37240,$30000000,4.21,9.17,28 Apr 2016,4,72,58,"Tom Hanks, Omar Elba, Sarita Choudhury, Sidse Babett Knudsen",Roadside Attractions
